Timestep;Y;M;D;H;AvgOfCorrectedUpscaled;AvgOfMonitoredCapacity;capacity_factor
7473;2015;11;27;8;20.84;2952.78;0.007057756
7474;2015;11;27;9;154.69;2952.78;0.052387919
7475;2015;11;27;10;310.23;2952.78;0.105063703
7476;2015;11;27;11;404.38;2952.78;0.136948909
7477;2015;11;27;12;376.23;2952.78;0.12741552
7478;2015;11;27;13;301.57;2952.78;0.102130873
7479;2015;11;27;14;219.23;2952.78;0.074245287
7480;2015;11;27;15;106.58;2952.78;0.036094799
7481;2015;11;27;16;11.28;2952.78;0.003820129
7482;2015;11;27;17;0;2952.78;0
7483;2015;11;27;18;0;2952.78;0
7484;2015;11;27;19;0;2952.78;0
7485;2015;11;27;20;0;2952.78;0
7486;2015;11;27;21;0;2952.78;0
7487;2015;11;27;22;0;2952.78;0
7488;2015;11;27;23;0;2952.78;0
7489;2015;11;28;0;0;2952.78;0
7490;2015;11;28;1;0;2952.78;0
7491;2015;11;28;2;0;2952.78;0
7492;2015;11;28;3;0;2952.78;0
7493;2015;11;28;4;0;2952.78;0
7494;2015;11;28;5;0;2952.78;0
7495;2015;11;28;6;0;2952.78;0
7496;2015;11;28;7;0;2952.78;0
7497;2015;11;28;8;27.81;2952.78;0.009418243
7498;2015;11;28;9;253.85;2952.78;0.085969832
7499;2015;11;28;10;609.37;2952.78;0.206371623
7500;2015;11;28;11;935.16;2952.78;0.316704936
7501;2015;11;28;12;1041.71;2952.78;0.352789575
7502;2015;11;28;13;881.6;2952.78;0.298566097
7503;2015;11;28;14;527.45;2952.78;0.178628276
7504;2015;11;28;15;158.26;2952.78;0.053596949
7505;2015;11;28;16;7.08;2952.78;0.00239774
7506;2015;11;28;17;0;2952.78;0
7507;2015;11;28;18;0;2952.78;0
7508;2015;11;28;19;0;2952.78;0
7509;2015;11;28;20;0;2952.78;0
7510;2015;11;28;21;0;2952.78;0
7511;2015;11;28;22;0;2952.78;0
7512;2015;11;28;23;0;2952.78;0
7513;2015;11;29;0;0;2952.78;0
7514;2015;11;29;1;0;2952.78;0
7515;2015;11;29;2;0;2952.78;0
7516;2015;11;29;3;0;2952.78;0
7517;2015;11;29;4;0;2952.78;0
7518;2015;11;29;5;0;2952.78;0
7519;2015;11;29;6;0;2952.78;0
7520;2015;11;29;7;0;2952.78;0
7521;2015;11;29;8;6.12;2952.78;0.002072623
7522;2015;11;29;9;97.86;2952.78;0.03314165
7523;2015;11;29;10;179.97;2952.78;0.060949343
7524;2015;11;29;11;150.78;2952.78;0.051063743
7525;2015;11;29;12;108.97;2952.78;0.036904206
7526;2015;11;29;13;154.17;2952.78;0.052211814
7527;2015;11;29;14;116.53;2952.78;0.039464505
7528;2015;11;29;15;33.09;2952.78;0.011206389
7529;2015;11;29;16;2.61;2952.78;0.000883913
7530;2015;11;29;17;0;2952.78;0
7531;2015;11;29;18;0;2952.78;0
7532;2015;11;29;19;0;2952.78;0
7533;2015;11;29;20;0;2952.78;0
7534;2015;11;29;21;0;2952.78;0
7535;2015;11;29;22;0;2952.78;0
7536;2015;11;29;23;0;2952.78;0
7537;2015;11;30;0;0;2952.78;0
7538;2015;11;30;1;0;2952.78;0
7539;2015;11;30;2;0;2952.78;0
7540;2015;11;30;3;0;2952.78;0
7541;2015;11;30;4;0;2952.78;0
7542;2015;11;30;5;0;2952.78;0
7543;2015;11;30;6;0;2952.78;0
7544;2015;11;30;7;0;2952.78;0
7545;2015;11;30;8;2.09;2952.78;0.000707808
7546;2015;11;30;9;35.5;2952.78;0.012022569
7547;2015;11;30;10;71.66;2952.78;0.024268655
7548;2015;11;30;11;114.14;2952.78;0.038655098
7549;2015;11;30;12;146.04;2952.78;0.049458476
7550;2015;11;30;13;133.05;2952.78;0.045059232
7551;2015;11;30;14;83.84;2952.78;0.028393582
7552;2015;11;30;15;26.66;2952.78;0.00902878
7553;2015;11;30;16;2.56;2952.78;0.00086698
7554;2015;11;30;17;0;2952.78;0
7555;2015;11;30;18;0;2952.78;0
7556;2015;11;30;19;0;2952.78;0
7557;2015;11;30;20;0;2952.78;0
7558;2015;11;30;21;0;2952.78;0
7559;2015;11;30;22;0;2952.78;0
7560;2015;11;30;23;0;2952.78;0
7561;2015;12;1;0;0;2952.78;0
7562;2015;12;1;1;0;2952.78;0
7563;2015;12;1;2;0;2952.78;0
7564;2015;12;1;3;0;2952.78;0
7565;2015;12;1;4;0;2952.78;0
7566;2015;12;1;5;0;2952.78;0
7567;2015;12;1;6;0;2952.78;0
7568;2015;12;1;7;0;2952.78;0
7569;2015;12;1;8;0.88;2952.78;0.000298024
7570;2015;12;1;9;20.48;2952.78;0.006935837
7571;2015;12;1;10;59.45;2952.78;0.020133569
7572;2015;12;1;11;102.75;2952.78;0.034797716
7573;2015;12;1;12;137.56;2952.78;0.046586607
7574;2015;12;1;13;121.9;2952.78;0.04128313
7575;2015;12;1;14;95.92;2952.78;0.032484642
7576;2015;12;1;15;45.71;2952.78;0.015480327
7577;2015;12;1;16;6.4;2952.78;0.002167449
7578;2015;12;1;17;0;2952.78;0
7579;2015;12;1;18;0;2952.78;0
7580;2015;12;1;19;0;2952.78;0
7581;2015;12;1;20;0;2952.78;0
7582;2015;12;1;21;0;2952.78;0
7583;2015;12;1;22;0;2952.78;0
7584;2015;12;1;23;0;2952.78;0
7585;2015;12;2;0;0;2952.78;0
7586;2015;12;2;1;0;2952.78;0
7587;2015;12;2;2;0;2952.78;0
7588;2015;12;2;3;0;2952.78;0
7589;2015;12;2;4;0;2952.78;0
7590;2015;12;2;5;0;2952.78;0
7591;2015;12;2;6;0;2952.78;0
7592;2015;12;2;7;0;2952.78;0
7593;2015;12;2;8;2.04;2952.78;0.000690874
7594;2015;12;2;9;69.29;2952.78;0.023466022
7595;2015;12;2;10;271.78;2952.78;0.092042076
7596;2015;12;2;11;490.5;2952.78;0.166114645
7597;2015;12;2;12;634.33;2952.78;0.214824674
7598;2015;12;2;13;577.36;2952.78;0.195530991
7599;2015;12;2;14;398.44;2952.78;0.134937246
7600;2015;12;2;15;179.08;2952.78;0.060647932
7601;2015;12;2;16;16.61;2952.78;0.005625207
7602;2015;12;2;17;0;2952.78;0
7603;2015;12;2;18;0;2952.78;0
7604;2015;12;2;19;0;2952.78;0
7605;2015;12;2;20;0;2952.78;0
7606;2015;12;2;21;0;2952.78;0
7607;2015;12;2;22;0;2952.78;0
7608;2015;12;2;23;0;2952.78;0
7609;2015;12;3;0;0;2952.78;0
7610;2015;12;3;1;0;2952.78;0
7611;2015;12;3;2;0;2952.78;0
7612;2015;12;3;3;0;2952.78;0
7613;2015;12;3;4;0;2952.78;0
7614;2015;12;3;5;0;2952.78;0
7615;2015;12;3;6;0;2952.78;0
7616;2015;12;3;7;0;2952.78;0
7617;2015;12;3;8;15.43;2952.78;0.005225584
7618;2015;12;3;9;202.99;2952.78;0.068745386
7619;2015;12;3;10;490.49;2952.78;0.166111258
7620;2015;12;3;11;862.05;2952.78;0.291945218
7621;2015;12;3;12;975.41;2952.78;0.330336158
7622;2015;12;3;13;694.46;2952.78;0.235188534
7623;2015;12;3;14;323.28;2952.78;0.109483267
7624;2015;12;3;15;108.14;2952.78;0.036623114
7625;2015;12;3;16;6.67;2952.78;0.002258888
7626;2015;12;3;17;0;2952.78;0
7627;2015;12;3;18;0;2952.78;0
7628;2015;12;3;19;0;2952.78;0
7629;2015;12;3;20;0;2952.78;0
7630;2015;12;3;21;0;2952.78;0
7631;2015;12;3;22;0;2952.78;0
7632;2015;12;3;23;0;2952.78;0
7633;2015;12;4;0;0;2952.78;0
7634;2015;12;4;1;0;2952.78;0
7635;2015;12;4;2;0;2952.78;0
7636;2015;12;4;3;0;2952.78;0
7637;2015;12;4;4;0;2952.78;0
7638;2015;12;4;5;0;2952.78;0
7639;2015;12;4;6;0;2952.78;0
7640;2015;12;4;7;0;2952.78;0
7641;2015;12;4;8;3.33;2952.78;0.001127751
7642;2015;12;4;9;153.59;2952.78;0.052015389
7643;2015;12;4;10;501.07;2952.78;0.169694322
7644;2015;12;4;11;826.43;2952.78;0.279882009
7645;2015;12;4;12;948.99;2952.78;0.321388657
7646;2015;12;4;13;852.28;2952.78;0.288636471
7647;2015;12;4;14;574.28;2952.78;0.194487906
7648;2015;12;4;15;231.18;2952.78;0.078292321
7649;2015;12;4;16;18.5;2952.78;0.006265282
7650;2015;12;4;17;0;2952.78;0
7651;2015;12;4;18;0;2952.78;0
7652;2015;12;4;19;0;2952.78;0
7653;2015;12;4;20;0;2952.78;0
7654;2015;12;4;21;0;2952.78;0
7655;2015;12;4;22;0;2952.78;0
7656;2015;12;4;23;0;2952.78;0
7657;2015;12;5;0;0;2952.78;0
7658;2015;12;5;1;0;2952.78;0
7659;2015;12;5;2;0;2952.78;0
7660;2015;12;5;3;0;2952.78;0
7661;2015;12;5;4;0;2952.78;0
7662;2015;12;5;5;0;2952.78;0
7663;2015;12;5;6;0;2952.78;0
7664;2015;12;5;7;0;2952.78;0
7665;2015;12;5;8;13.46;2952.78;0.004558416
7666;2015;12;5;9;167.52;2952.78;0.056732977
7667;2015;12;5;10;283.4;2952.78;0.09597735
7668;2015;12;5;11;323.57;2952.78;0.109581479
7669;2015;12;5;12;418.02;2952.78;0.141568285
7670;2015;12;5;13;341.07;2952.78;0.115508097
7671;2015;12;5;14;226.89;2952.78;0.076839453
7672;2015;12;5;15;98.1;2952.78;0.033222929
7673;2015;12;5;16;6.32;2952.78;0.002140356
7674;2015;12;5;17;0;2952.78;0
7675;2015;12;5;18;0;2952.78;0
7676;2015;12;5;19;0;2952.78;0
7677;2015;12;5;20;0;2952.78;0
7678;2015;12;5;21;0;2952.78;0
7679;2015;12;5;22;0;2952.78;0
7680;2015;12;5;23;0;2952.78;0
7681;2015;12;6;0;0;2952.78;0
7682;2015;12;6;1;0;2952.78;0
7683;2015;12;6;2;0;2952.78;0
7684;2015;12;6;3;0;2952.78;0
7685;2015;12;6;4;0;2952.78;0
7686;2015;12;6;5;0;2952.78;0
7687;2015;12;6;6;0;2952.78;0
7688;2015;12;6;7;0;2952.78;0
7689;2015;12;6;8;3.59;2952.78;0.001215803
7690;2015;12;6;9;80.99;2952.78;0.02742839
7691;2015;12;6;10;202.01;2952.78;0.068413495
7692;2015;12;6;11;316.62;2952.78;0.107227765
7693;2015;12;6;12;363.17;2952.78;0.12299257
7694;2015;12;6;13;276;2952.78;0.093471237
7695;2015;12;6;14;165.64;2952.78;0.056096289
7696;2015;12;6;15;69.24;2952.78;0.023449089
7697;2015;12;6;16;3.57;2952.78;0.00120903
7698;2015;12;6;17;0;2952.78;0
7699;2015;12;6;18;0;2952.78;0
7700;2015;12;6;19;0;2952.78;0
7701;2015;12;6;20;0;2952.78;0
7702;2015;12;6;21;0;2952.78;0
7703;2015;12;6;22;0;2952.78;0
7704;2015;12;6;23;0;2952.78;0
7705;2015;12;7;0;0;2952.78;0
7706;2015;12;7;1;0;2952.78;0
7707;2015;12;7;2;0;2952.78;0
7708;2015;12;7;3;0;2952.78;0
7709;2015;12;7;4;0;2952.78;0
7710;2015;12;7;5;0;2952.78;0
7711;2015;12;7;6;0;2952.78;0
7712;2015;12;7;7;0;2952.78;0
7713;2015;12;7;8;6.14;2952.78;0.002079396
7714;2015;12;7;9;136.66;2952.78;0.046281809
7715;2015;12;7;10;399.32;2952.78;0.13523527
7716;2015;12;7;11;667.29;2952.78;0.225987036
7717;2015;12;7;12;751.21;2952.78;0.254407711
7718;2015;12;7;13;662.02;2952.78;0.224202277
7719;2015;12;7;14;402.27;2952.78;0.136234328
7720;2015;12;7;15;108.9;2952.78;0.036880499
7721;2015;12;7;16;7.92;2952.78;0.002682218
7722;2015;12;7;17;0;2952.78;0
7723;2015;12;7;18;0;2952.78;0
7724;2015;12;7;19;0;2952.78;0
7725;2015;12;7;20;0;2952.78;0
7726;2015;12;7;21;0;2952.78;0
7727;2015;12;7;22;0;2952.78;0
7728;2015;12;7;23;0;2952.78;0
7729;2015;12;8;0;0;2952.78;0
7730;2015;12;8;1;0;2952.78;0
7731;2015;12;8;2;0;2952.78;0
7732;2015;12;8;3;0;2952.78;0
7733;2015;12;8;4;0;2952.78;0
7734;2015;12;8;5;0;2952.78;0
7735;2015;12;8;6;0;2952.78;0
7736;2015;12;8;7;0;2952.78;0
7737;2015;12;8;8;12.26;2952.78;0.004152019
7738;2015;12;8;9;204.17;2952.78;0.069145009
7739;2015;12;8;10;477.03;2952.78;0.161552842
7740;2015;12;8;11;654.12;2952.78;0.221526832
7741;2015;12;8;12;572.83;2952.78;0.193996844
7742;2015;12;8;13;360.87;2952.78;0.122213643
7743;2015;12;8;14;159.45;2952.78;0.053999959
7744;2015;12;8;15;47.29;2952.78;0.016015416
7745;2015;12;8;16;3.55;2952.78;0.001202257
7746;2015;12;8;17;0;2952.78;0
7747;2015;12;8;18;0;2952.78;0
7748;2015;12;8;19;0;2952.78;0
7749;2015;12;8;20;0;2952.78;0
7750;2015;12;8;21;0;2952.78;0
7751;2015;12;8;22;0;2952.78;0
7752;2015;12;8;23;0;2952.78;0
7753;2015;12;9;0;0;2952.78;0
7754;2015;12;9;1;0;2952.78;0
7755;2015;12;9;2;0;2952.78;0
7756;2015;12;9;3;0;2952.78;0
7757;2015;12;9;4;0;2952.78;0
7758;2015;12;9;5;0;2952.78;0
7759;2015;12;9;6;0;2952.78;0
7760;2015;12;9;7;0;2952.78;0
7761;2015;12;9;8;8.08;2952.78;0.002736404
7762;2015;12;9;9;182.99;2952.78;0.061972108
7763;2015;12;9;10;493.26;2952.78;0.167049357
7764;2015;12;9;11;809.83;2952.78;0.274260189
7765;2015;12;9;12;931.83;2952.78;0.315577185
7766;2015;12;9;13;805.49;2952.78;0.272790387
7767;2015;12;9;14;526.92;2952.78;0.178448784
7768;2015;12;9;15;200.48;2952.78;0.067895339
7769;2015;12;9;16;15.56;2952.78;0.00526961
7770;2015;12;9;17;0;2952.78;0
7771;2015;12;9;18;0;2952.78;0
7772;2015;12;9;19;0;2952.78;0
7773;2015;12;9;20;0;2952.78;0
7774;2015;12;9;21;0;2952.78;0
7775;2015;12;9;22;0;2952.78;0
7776;2015;12;9;23;0;2952.78;0
7777;2015;12;10;0;0;2952.78;0
7778;2015;12;10;1;0;2952.78;0
7779;2015;12;10;2;0;2952.78;0
7780;2015;12;10;3;0;2952.78;0
7781;2015;12;10;4;0;2952.78;0
7782;2015;12;10;5;0;2952.78;0
7783;2015;12;10;6;0;2952.78;0
7784;2015;12;10;7;0;2952.78;0
7785;2015;12;10;8;9.95;2952.78;0.003369706
7786;2015;12;10;9;174.29;2952.78;0.059025732
7787;2015;12;10;10;468.51;2952.78;0.158667425
7788;2015;12;10;11;696.05;2952.78;0.23572701
7789;2015;12;10;12;790.25;2952.78;0.267629149
7790;2015;12;10;13;694.75;2952.78;0.235286747
7791;2015;12;10;14;406.41;2952.78;0.137636397
7792;2015;12;10;15;133.72;2952.78;0.045286137
7793;2015;12;10;16;9.02;2952.78;0.003054748
7794;2015;12;10;17;0;2952.78;0
7795;2015;12;10;18;0;2952.78;0
7796;2015;12;10;19;0;2952.78;0
7797;2015;12;10;20;0;2952.78;0
7798;2015;12;10;21;0;2952.78;0
7799;2015;12;10;22;0;2952.78;0
7800;2015;12;10;23;0;2952.78;0
7801;2015;12;11;0;0;2952.78;0
7802;2015;12;11;1;0;2952.78;0
7803;2015;12;11;2;0;2952.78;0
7804;2015;12;11;3;0;2952.78;0
7805;2015;12;11;4;0;2952.78;0
7806;2015;12;11;5;0;2952.78;0
7807;2015;12;11;6;0;2952.78;0
7808;2015;12;11;7;0;2952.78;0
7809;2015;12;11;8;0.11;2952.78;3.7253E-05
7810;2015;12;11;9;20.58;2952.78;0.006969703
7811;2015;12;11;10;60.7;2952.78;0.020556899
7812;2015;12;11;11;108.08;2952.78;0.036602795
7813;2015;12;11;12;137.94;2952.78;0.046715299
7814;2015;12;11;13;154.86;2952.78;0.052445492
7815;2015;12;11;14;113.4;2952.78;0.038404487
7816;2015;12;11;15;32.54;2952.78;0.011020123
7817;2015;12;11;16;1.83;2952.78;0.000619755
7818;2015;12;11;17;0;2952.78;0
7819;2015;12;11;18;0;2952.78;0
7820;2015;12;11;19;0;2952.78;0
7821;2015;12;11;20;0;2952.78;0
7822;2015;12;11;21;0;2952.78;0
7823;2015;12;11;22;0;2952.78;0
7824;2015;12;11;23;0;2952.78;0
7825;2015;12;12;0;0;2952.78;0
7826;2015;12;12;1;0;2952.78;0
7827;2015;12;12;2;0;2952.78;0
7828;2015;12;12;3;0;2952.78;0
7829;2015;12;12;4;0;2952.78;0
7830;2015;12;12;5;0;2952.78;0
7831;2015;12;12;6;0;2952.78;0
7832;2015;12;12;7;0;2952.78;0
7833;2015;12;12;8;1;2952.78;0.000338664
7834;2015;12;12;9;70.93;2952.78;0.024021431
7835;2015;12;12;10;192.95;2952.78;0.0653452
7836;2015;12;12;11;334.02;2952.78;0.113120517
7837;2015;12;12;12;352.79;2952.78;0.119477238
7838;2015;12;12;13;230.72;2952.78;0.078136536
7839;2015;12;12;14;112.64;2952.78;0.038147102
7840;2015;12;12;15;34.69;2952.78;0.011748251
7841;2015;12;12;16;2.82;2952.78;0.000955032
7842;2015;12;12;17;0;2952.78;0
7843;2015;12;12;18;0;2952.78;0
7844;2015;12;12;19;0;2952.78;0
7845;2015;12;12;20;0;2952.78;0
7846;2015;12;12;21;0;2952.78;0
7847;2015;12;12;22;0;2952.78;0
7848;2015;12;12;23;0;2952.78;0
7849;2015;12;13;0;0;2952.78;0
7850;2015;12;13;1;0;2952.78;0
7851;2015;12;13;2;0;2952.78;0
7852;2015;12;13;3;0;2952.78;0
7853;2015;12;13;4;0;2952.78;0
7854;2015;12;13;5;0;2952.78;0
7855;2015;12;13;6;0;2952.78;0
7856;2015;12;13;7;0;2952.78;0
7857;2015;12;13;8;0.09;2952.78;3.04798E-05
7858;2015;12;13;9;15.74;2952.78;0.00533057
7859;2015;12;13;10;59.17;2952.78;0.020038743
7860;2015;12;13;11;76.62;2952.78;0.025948428
7861;2015;12;13;12;86.34;2952.78;0.029240241
7862;2015;12;13;13;69.97;2952.78;0.023696313
7863;2015;12;13;14;50.88;2952.78;0.017231219
7864;2015;12;13;15;19.35;2952.78;0.006553147
7865;2015;12;13;16;1.16;2952.78;0.00039285
7866;2015;12;13;17;0;2952.78;0
7867;2015;12;13;18;0;2952.78;0
7868;2015;12;13;19;0;2952.78;0
7869;2015;12;13;20;0;2952.78;0
7870;2015;12;13;21;0;2952.78;0
7871;2015;12;13;22;0;2952.78;0
7872;2015;12;13;23;0;2952.78;0
7873;2015;12;14;0;0;2952.78;0
7874;2015;12;14;1;0;2952.78;0
7875;2015;12;14;2;0;2952.78;0
7876;2015;12;14;3;0;2952.78;0
7877;2015;12;14;4;0;2952.78;0
7878;2015;12;14;5;0;2952.78;0
7879;2015;12;14;6;0;2952.78;0
7880;2015;12;14;7;0;2952.78;0
7881;2015;12;14;8;3.56;2952.78;0.001205643
7882;2015;12;14;9;117.35;2952.78;0.039742209
7883;2015;12;14;10;312.11;2952.78;0.105700391
7884;2015;12;14;11;471.11;2952.78;0.159547951
7885;2015;12;14;12;495.76;2952.78;0.167896017
7886;2015;12;14;13;462.43;2952.78;0.156608349
7887;2015;12;14;14;297.54;2952.78;0.100766058
7888;2015;12;14;15;117.59;2952.78;0.039823488
7889;2015;12;14;16;7.78;2952.78;0.002634805
7890;2015;12;14;17;0;2952.78;0
7891;2015;12;14;18;0;2952.78;0
7892;2015;12;14;19;0;2952.78;0
7893;2015;12;14;20;0;2952.78;0
7894;2015;12;14;21;0;2952.78;0
7895;2015;12;14;22;0;2952.78;0
7896;2015;12;14;23;0;2952.78;0
7897;2015;12;15;0;0;2952.78;0
7898;2015;12;15;1;0;2952.78;0
7899;2015;12;15;2;0;2952.78;0
7900;2015;12;15;3;0;2952.78;0
7901;2015;12;15;4;0;2952.78;0
7902;2015;12;15;5;0;2952.78;0
7903;2015;12;15;6;0;2952.78;0
7904;2015;12;15;7;0;2952.78;0
7905;2015;12;15;8;1.12;2952.78;0.000379304
7906;2015;12;15;9;90.19;2952.78;0.030544097
7907;2015;12;15;10;260.9;2952.78;0.088357412
7908;2015;12;15;11;368.82;2952.78;0.124906021
7909;2015;12;15;12;343.72;2952.78;0.116405557
7910;2015;12;15;13;318.01;2952.78;0.107698508
7911;2015;12;15;14;195.9;2952.78;0.066344259
7912;2015;12;15;15;68.65;2952.78;0.023249277
7913;2015;12;15;16;2.93;2952.78;0.000992285
7914;2015;12;15;17;0;2952.78;0
7915;2015;12;15;18;0;2952.78;0
7916;2015;12;15;19;0;2952.78;0
7917;2015;12;15;20;0;2952.78;0
7918;2015;12;15;21;0;2952.78;0
7919;2015;12;15;22;0;2952.78;0
7920;2015;12;15;23;0;2952.78;0
7921;2015;12;16;0;0;2952.78;0
7922;2015;12;16;1;0;2952.78;0
7923;2015;12;16;2;0;2952.78;0
7924;2015;12;16;3;0;2952.78;0
7925;2015;12;16;4;0;2952.78;0
7926;2015;12;16;5;0;2952.78;0
7927;2015;12;16;6;0;2952.78;0
7928;2015;12;16;7;0;2952.78;0
7929;2015;12;16;8;0.03;2952.78;1.01599E-05
7930;2015;12;16;9;8.8;2952.78;0.002980242
7931;2015;12;16;10;43.05;2952.78;0.014579481
7932;2015;12;16;11;79.63;2952.78;0.026967807
7933;2015;12;16;12;88.67;2952.78;0.030029328
7934;2015;12;16;13;90.62;2952.78;0.030689723
7935;2015;12;16;14;78.73;2952.78;0.026663009
7936;2015;12;16;15;29.46;2952.78;0.009977039
7937;2015;12;16;16;0.92;2952.78;0.000311571
7938;2015;12;16;17;0;2952.78;0
7939;2015;12;16;18;0;2952.78;0
7940;2015;12;16;19;0;2952.78;0
7941;2015;12;16;20;0;2952.78;0
7942;2015;12;16;21;0;2952.78;0
7943;2015;12;16;22;0;2952.78;0
7944;2015;12;16;23;0;2952.78;0
7945;2015;12;17;0;0;2952.78;0
7946;2015;12;17;1;0;2952.78;0
7947;2015;12;17;2;0;2952.78;0
7948;2015;12;17;3;0;2952.78;0
7949;2015;12;17;4;0;2952.78;0
7950;2015;12;17;5;0;2952.78;0
7951;2015;12;17;6;0;2952.78;0
7952;2015;12;17;7;0;2952.78;0
7953;2015;12;17;8;1.31;2952.78;0.00044365
7954;2015;12;17;9;119.65;2952.78;0.040521136
7955;2015;12;17;10;324.42;2952.78;0.109869343
7956;2015;12;17;11;547.27;2952.78;0.185340594
7957;2015;12;17;12;646.11;2952.78;0.218814134
7958;2015;12;17;13;548.85;2952.78;0.185875683
7959;2015;12;17;14;297.63;2952.78;0.100796538
7960;2015;12;17;15;104.07;2952.78;0.035244752
7961;2015;12;17;16;6.19;2952.78;0.00209633
7962;2015;12;17;17;0;2952.78;0
7963;2015;12;17;18;0;2952.78;0
7964;2015;12;17;19;0;2952.78;0
7965;2015;12;17;20;0;2952.78;0
7966;2015;12;17;21;0;2952.78;0
7967;2015;12;17;22;0;2952.78;0
7968;2015;12;17;23;0;2952.78;0
7969;2015;12;18;0;0;2952.78;0
7970;2015;12;18;1;0;2952.78;0
7971;2015;12;18;2;0;2952.78;0
7972;2015;12;18;3;0;2952.78;0
7973;2015;12;18;4;0;2952.78;0
7974;2015;12;18;5;0;2952.78;0
7975;2015;12;18;6;0;2952.78;0
7976;2015;12;18;7;0;2952.78;0
7977;2015;12;18;8;0.17;2952.78;5.75729E-05
7978;2015;12;18;9;31.71;2952.78;0.010739032
7979;2015;12;18;10;107.81;2952.78;0.036511355
7980;2015;12;18;11;194.09;2952.78;0.065731277
7981;2015;12;18;12;203.75;2952.78;0.06900277
7982;2015;12;18;13;201.47;2952.78;0.068230617
7983;2015;12;18;14;141.52;2952.78;0.047927716
7984;2015;12;18;15;61.74;2952.78;0.020909109
7985;2015;12;18;16;4.81;2952.78;0.001628973
7986;2015;12;18;17;0;2952.78;0
7987;2015;12;18;18;0;2952.78;0
7988;2015;12;18;19;0;2952.78;0
7989;2015;12;18;20;0;2952.78;0
7990;2015;12;18;21;0;2952.78;0
7991;2015;12;18;22;0;2952.78;0
7992;2015;12;18;23;0;2952.78;0
7993;2015;12;19;0;0;2952.78;0
7994;2015;12;19;1;0;2952.78;0
7995;2015;12;19;2;0;2952.78;0
7996;2015;12;19;3;0;2952.78;0
7997;2015;12;19;4;0;2952.78;0
7998;2015;12;19;5;0;2952.78;0
7999;2015;12;19;6;0;2952.78;0
8000;2015;12;19;7;0;2952.78;0
8001;2015;12;19;8;1.18;2952.78;0.000399623
8002;2015;12;19;9;73.65;2952.78;0.024942596
8003;2015;12;19;10;164.53;2952.78;0.055720372
8004;2015;12;19;11;288.24;2952.78;0.097616483
8005;2015;12;19;12;337.46;2952.78;0.114285521
8006;2015;12;19;13;330.31;2952.78;0.111864074
8007;2015;12;19;14;288.56;2952.78;0.097724856
8008;2015;12;19;15;124.66;2952.78;0.042217842
8009;2015;12;19;16;6.33;2952.78;0.002143743
8010;2015;12;19;17;0;2952.78;0
8011;2015;12;19;18;0;2952.78;0
8012;2015;12;19;19;0;2952.78;0
8013;2015;12;19;20;0;2952.78;0
8014;2015;12;19;21;0;2952.78;0
8015;2015;12;19;22;0;2952.78;0
8016;2015;12;19;23;0;2952.78;0
8017;2015;12;20;0;0;2952.78;0
8018;2015;12;20;1;0;2952.78;0
8019;2015;12;20;2;0;2952.78;0
8020;2015;12;20;3;0;2952.78;0
8021;2015;12;20;4;0;2952.78;0
8022;2015;12;20;5;0;2952.78;0
8023;2015;12;20;6;0;2952.78;0
8024;2015;12;20;7;0;2952.78;0
8025;2015;12;20;8;0.74;2952.78;0.000250611
8026;2015;12;20;9;73.67;2952.78;0.02494937
8027;2015;12;20;10;235.97;2952.78;0.079914521
8028;2015;12;20;11;390.46;2952.78;0.132234708
8029;2015;12;20;12;470.85;2952.78;0.159459899
8030;2015;12;20;13;427.29;2952.78;0.144707699
8031;2015;12;20;14;238.76;2952.78;0.080859394
8032;2015;12;20;15;80.24;2952.78;0.027174392
8033;2015;12;20;16;3.52;2952.78;0.001192097
8034;2015;12;20;17;0;2952.78;0
8035;2015;12;20;18;0;2952.78;0
8036;2015;12;20;19;0;2952.78;0
8037;2015;12;20;20;0;2952.78;0
8038;2015;12;20;21;0;2952.78;0
8039;2015;12;20;22;0;2952.78;0
8040;2015;12;20;23;0;2952.78;0
8041;2015;12;21;0;0;2952.78;0
8042;2015;12;21;1;0;2952.78;0
8043;2015;12;21;2;0;2952.78;0
8044;2015;12;21;3;0;2952.78;0
8045;2015;12;21;4;0;2952.78;0
8046;2015;12;21;5;0;2952.78;0
8047;2015;12;21;6;0;2952.78;0
8048;2015;12;21;7;0;2952.78;0
8049;2015;12;21;8;0.39;2952.78;0.000132079
8050;2015;12;21;9;71.27;2952.78;0.024136576
8051;2015;12;21;10;226.47;2952.78;0.076697214
8052;2015;12;21;11;394.05;2952.78;0.133450511
8053;2015;12;21;12;332.49;2952.78;0.112602361
8054;2015;12;21;13;285.03;2952.78;0.096529372
8055;2015;12;21;14;231.44;2952.78;0.078380374
8056;2015;12;21;15;68.88;2952.78;0.02332717
8057;2015;12;21;16;3.59;2952.78;0.001215803
8058;2015;12;21;17;0;2952.78;0
8059;2015;12;21;18;0;2952.78;0
8060;2015;12;21;19;0;2952.78;0
8061;2015;12;21;20;0;2952.78;0
8062;2015;12;21;21;0;2952.78;0
8063;2015;12;21;22;0;2952.78;0
8064;2015;12;21;23;0;2952.78;0
8065;2015;12;22;0;0;2952.78;0
8066;2015;12;22;1;0;2952.78;0
8067;2015;12;22;2;0;2952.78;0
8068;2015;12;22;3;0;2952.78;0
8069;2015;12;22;4;0;2952.78;0
8070;2015;12;22;5;0;2952.78;0
8071;2015;12;22;6;0;2952.78;0
