Timestep;Y;M;D;H;AvgOfCorrectedUpscaled;AvgOfMonitoredCapacity;capacity_factor
2840;2015;5;18;7;323.34;2915.88;0.110889337
2841;2015;5;18;8;633.77;2915.88;0.217351194
2842;2015;5;18;9;876.65;2915.88;0.300646803
2843;2015;5;18;10;1128.65;2915.88;0.387070113
2844;2015;5;18;11;1354.66;2915.88;0.464580161
2845;2015;5;18;12;1596.38;2915.88;0.547477948
2846;2015;5;18;13;1644.36;2915.88;0.563932672
2847;2015;5;18;14;1213.99;2915.88;0.416337435
2848;2015;5;18;15;891.06;2915.88;0.305588707
2849;2015;5;18;16;592.99;2915.88;0.203365708
2850;2015;5;18;17;328.46;2915.88;0.112645239
2851;2015;5;18;18;193.9;2915.88;0.066497935
2852;2015;5;18;19;83.15;2915.88;0.028516263
2853;2015;5;18;20;31.32;2915.88;0.010741183
2854;2015;5;18;21;2.99;2915.88;0.001025419
2855;2015;5;18;22;0;2915.88;0
2856;2015;5;18;23;0;2915.88;0
2857;2015;5;19;0;0;2915.88;0
2858;2015;5;19;1;0;2915.88;0
2859;2015;5;19;2;0;2915.88;0
2860;2015;5;19;3;0;2915.88;0
2861;2015;5;19;4;0;2915.88;0
2862;2015;5;19;5;0;2915.88;0
2863;2015;5;19;6;78.83;2915.88;0.02703472
2864;2015;5;19;7;348.67;2915.88;0.119576251
2865;2015;5;19;8;738.16;2915.88;0.253151707
2866;2015;5;19;9;974.51;2915.88;0.334207855
2867;2015;5;19;10;1121.82;2915.88;0.384727767
2868;2015;5;19;11;1084.8;2915.88;0.372031771
2869;2015;5;19;12;1256.6;2915.88;0.430950519
2870;2015;5;19;13;1452.38;2915.88;0.4980932
2871;2015;5;19;14;1313.97;2915.88;0.45062554
2872;2015;5;19;15;1233.86;2915.88;0.423151844
2873;2015;5;19;16;1280.77;2915.88;0.439239612
2874;2015;5;19;17;958.42;2915.88;0.328689795
2875;2015;5;19;18;752.25;2915.88;0.257983868
2876;2015;5;19;19;378.29;2915.88;0.12973442
2877;2015;5;19;20;105.98;2915.88;0.036345803
2878;2015;5;19;21;4.48;2915.88;0.001536414
2879;2015;5;19;22;0;2915.88;0
2880;2015;5;19;23;0;2915.88;0
2881;2015;5;20;0;0;2915.88;0
2882;2015;5;20;1;0;2915.88;0
2883;2015;5;20;2;0;2915.88;0
2884;2015;5;20;3;0;2915.88;0
2885;2015;5;20;4;0;2915.88;0
2886;2015;5;20;5;0.01;2915.88;3.4295E-06
2887;2015;5;20;6;66.99;2915.88;0.022974196
2888;2015;5;20;7;280.22;2915.88;0.096101348
2889;2015;5;20;8;554.9;2915.88;0.190302756
2890;2015;5;20;9;1049.37;2915.88;0.359881065
2891;2015;5;20;10;1365.21;2915.88;0.46819828
2892;2015;5;20;11;1433.62;2915.88;0.491659465
2893;2015;5;20;12;1497.99;2915.88;0.513735133
2894;2015;5;20;13;1586.58;2915.88;0.544117042
2895;2015;5;20;14;1661.23;2915.88;0.569718233
2896;2015;5;20;15;1716.31;2915.88;0.588607899
2897;2015;5;20;16;1510.23;2915.88;0.517932837
2898;2015;5;20;17;1206.22;2915.88;0.413672716
2899;2015;5;20;18;813.2;2915.88;0.278886648
2900;2015;5;20;19;396.96;2915.88;0.13613729
2901;2015;5;20;20;103.6;2915.88;0.035529583
2902;2015;5;20;21;5.06;2915.88;0.001735325
2903;2015;5;20;22;0;2915.88;0
2904;2015;5;20;23;0;2915.88;0
2905;2015;5;21;0;0;2915.88;0
2906;2015;5;21;1;0;2915.88;0
2907;2015;5;21;2;0;2915.88;0
2908;2015;5;21;3;0;2915.88;0
2909;2015;5;21;4;0;2915.88;0
2910;2015;5;21;5;0;2915.88;0
2911;2015;5;21;6;86.71;2915.88;0.029737163
2912;2015;5;21;7;381.16;2915.88;0.130718685
2913;2015;5;21;8;862.19;2915.88;0.295687751
2914;2015;5;21;9;1348.82;2915.88;0.462577335
2915;2015;5;21;10;1680.95;2915.88;0.5764812
2916;2015;5;21;11;1693.68;2915.88;0.580846948
2917;2015;5;21;12;1628.94;2915.88;0.558644389
2918;2015;5;21;13;1676.85;2915.88;0.575075106
2919;2015;5;21;14;1690.81;2915.88;0.579862683
2920;2015;5;21;15;1598.16;2915.88;0.548088399
2921;2015;5;21;16;1348.04;2915.88;0.462309834
2922;2015;5;21;17;1079.79;2915.88;0.370313593
2923;2015;5;21;18;747.14;2915.88;0.256231395
2924;2015;5;21;19;394.96;2915.88;0.13545139
2925;2015;5;21;20;116.95;2915.88;0.040107961
2926;2015;5;21;21;9.14;2915.88;0.00313456
2927;2015;5;21;22;0;2915.88;0
2928;2015;5;21;23;0;2915.88;0
2929;2015;5;22;0;0;2915.88;0
2930;2015;5;22;1;0;2915.88;0
2931;2015;5;22;2;0;2915.88;0
2932;2015;5;22;3;0;2915.88;0
2933;2015;5;22;4;0;2915.88;0
2934;2015;5;22;5;0.03;2915.88;1.02885E-05
2935;2015;5;22;6;69.04;2915.88;0.023677243
2936;2015;5;22;7;258.61;2915.88;0.088690207
2937;2015;5;22;8;534.27;2915.88;0.183227705
2938;2015;5;22;9;892.14;2915.88;0.305959093
2939;2015;5;22;10;1248.48;2915.88;0.428165768
2940;2015;5;22;11;1647;2915.88;0.564838059
2941;2015;5;22;12;1991.39;2915.88;0.682946486
2942;2015;5;22;13;2065.32;2915.88;0.708300753
2943;2015;5;22;14;1876.06;2915.88;0.643394104
2944;2015;5;22;15;1621.92;2915.88;0.556236882
2945;2015;5;22;16;1272.17;2915.88;0.436290245
2946;2015;5;22;17;951.89;2915.88;0.326450334
2947;2015;5;22;18;600.7;2915.88;0.20600985
2948;2015;5;22;19;296.32;2915.88;0.101622838
2949;2015;5;22;20;91.39;2915.88;0.031342168
2950;2015;5;22;21;5.02;2915.88;0.001721607
2951;2015;5;22;22;0;2915.88;0
2952;2015;5;22;23;0;2915.88;0
2953;2015;5;23;0;0;2915.88;0
2954;2015;5;23;1;0;2915.88;0
2955;2015;5;23;2;0;2915.88;0
2956;2015;5;23;3;0;2915.88;0
2957;2015;5;23;4;0;2915.88;0
2958;2015;5;23;5;0.04;2915.88;1.3718E-05
2959;2015;5;23;6;39.81;2915.88;0.013652825
2960;2015;5;23;7;169.47;2915.88;0.058119676
2961;2015;5;23;8;333.76;2915.88;0.114462872
2962;2015;5;23;9;564.46;2915.88;0.193581355
2963;2015;5;23;10;835.2;2915.88;0.28643154
2964;2015;5;23;11;1083.93;2915.88;0.371733405
2965;2015;5;23;12;1058.79;2915.88;0.363111651
2966;2015;5;23;13;839.32;2915.88;0.287844493
2967;2015;5;23;14;725.49;2915.88;0.248806535
2968;2015;5;23;15;675.85;2915.88;0.231782515
2969;2015;5;23;16;664.99;2915.88;0.228058082
2970;2015;5;23;17;686.24;2915.88;0.235345762
2971;2015;5;23;18;533.59;2915.88;0.182994499
2972;2015;5;23;19;324.25;2915.88;0.111201421
2973;2015;5;23;20;126.91;2915.88;0.043523739
2974;2015;5;23;21;13.74;2915.88;0.004712128
2975;2015;5;23;22;0;2915.88;0
2976;2015;5;23;23;0;2915.88;0
2977;2015;5;24;0;0;2915.88;0
2978;2015;5;24;1;0;2915.88;0
2979;2015;5;24;2;0;2915.88;0
2980;2015;5;24;3;0;2915.88;0
2981;2015;5;24;4;0;2915.88;0
2982;2015;5;24;5;0.19;2915.88;6.51604E-05
2983;2015;5;24;6;76.38;2915.88;0.026194494
2984;2015;5;24;7;366.67;2915.88;0.125749345
2985;2015;5;24;8;802.58;2915.88;0.275244523
2986;2015;5;24;9;1306.43;2915.88;0.4480397
2987;2015;5;24;10;1673.8;2915.88;0.57402911
2988;2015;5;24;11;1865.2;2915.88;0.639669671
2989;2015;5;24;12;2073.36;2915.88;0.711058068
2990;2015;5;24;13;2156.91;2915.88;0.739711511
2991;2015;5;24;14;2113.66;2915.88;0.724878939
2992;2015;5;24;15;1974.67;2915.88;0.677212368
2993;2015;5;24;16;1713.1;2915.88;0.58750703
2994;2015;5;24;17;1311.2;2915.88;0.44967557
2995;2015;5;24;18;816.82;2915.88;0.280128126
2996;2015;5;24;19;369.55;2915.88;0.12673704
2997;2015;5;24;20;104.45;2915.88;0.03582109
2998;2015;5;24;21;8.2;2915.88;0.002812187
2999;2015;5;24;22;0;2915.88;0
3000;2015;5;24;23;0;2915.88;0
3001;2015;5;25;0;0;2915.88;0
3002;2015;5;25;1;0;2915.88;0
3003;2015;5;25;2;0;2915.88;0
3004;2015;5;25;3;0;2915.88;0
3005;2015;5;25;4;0;2915.88;0
3006;2015;5;25;5;0.01;2915.88;3.4295E-06
3007;2015;5;25;6;23.36;2915.88;0.008011304
3008;2015;5;25;7;135.95;2915.88;0.046624004
3009;2015;5;25;8;333.67;2915.88;0.114432007
3010;2015;5;25;9;608.04;2915.88;0.2085271
3011;2015;5;25;10;987;2915.88;0.338491296
3012;2015;5;25;11;1303.92;2915.88;0.447178896
3013;2015;5;25;12;1405.81;2915.88;0.482122035
3014;2015;5;25;13;1371.02;2915.88;0.470190817
3015;2015;5;25;14;1226.71;2915.88;0.420699754
3016;2015;5;25;15;1182.17;2915.88;0.405424777
3017;2015;5;25;16;1070.28;2915.88;0.367052142
3018;2015;5;25;17;893.19;2915.88;0.30631919
3019;2015;5;25;18;667.88;2915.88;0.229049206
3020;2015;5;25;19;329.26;2915.88;0.112919599
3021;2015;5;25;20;117.39;2915.88;0.040258858
3022;2015;5;25;21;9.41;2915.88;0.003227156
3023;2015;5;25;22;0;2915.88;0
3024;2015;5;25;23;0;2915.88;0
3025;2015;5;26;0;0;2915.88;0
3026;2015;5;26;1;0;2915.88;0
3027;2015;5;26;2;0;2915.88;0
3028;2015;5;26;3;0;2915.88;0
3029;2015;5;26;4;0;2915.88;0
3030;2015;5;26;5;0.38;2915.88;0.000130321
3031;2015;5;26;6;69;2915.88;0.023663525
3032;2015;5;26;7;347.38;2915.88;0.119133846
3033;2015;5;26;8;767.3;2915.88;0.26314526
3034;2015;5;26;9;1022.25;2915.88;0.350580271
3035;2015;5;26;10;1323.9;2915.88;0.45403103
3036;2015;5;26;11;1579.09;2915.88;0.541548349
3037;2015;5;26;12;1463.73;2915.88;0.501985678
3038;2015;5;26;13;1311.31;2915.88;0.449713294
3039;2015;5;26;14;1350.98;2915.88;0.463318106
3040;2015;5;26;15;1412.63;2915.88;0.484460952
3041;2015;5;26;16;1320.3;2915.88;0.452796411
3042;2015;5;26;17;1112.37;2915.88;0.381486892
3043;2015;5;26;18;751.26;2915.88;0.257644348
3044;2015;5;26;19;415.43;2915.88;0.142471569
3045;2015;5;26;20;129.49;2915.88;0.044408549
3046;2015;5;26;21;10.71;2915.88;0.003672991
3047;2015;5;26;22;0;2915.88;0
3048;2015;5;26;23;0;2915.88;0
3049;2015;5;27;0;0;2915.88;0
3050;2015;5;27;1;0;2915.88;0
3051;2015;5;27;2;0;2915.88;0
3052;2015;5;27;3;0;2915.88;0
3053;2015;5;27;4;0;2915.88;0
3054;2015;5;27;5;1.63;2915.88;0.000559008
3055;2015;5;27;6;99.86;2915.88;0.034246951
3056;2015;5;27;7;390.79;2915.88;0.13402129
3057;2015;5;27;8;844.05;2915.88;0.289466645
3058;2015;5;27;9;1283.21;2915.88;0.440076409
3059;2015;5;27;10;1485.23;2915.88;0.509359096
3060;2015;5;27;11;1715.41;2915.88;0.588299244
3061;2015;5;27;12;1731.72;2915.88;0.593892753
3062;2015;5;27;13;1691.15;2915.88;0.579979286
3063;2015;5;27;14;1694.73;2915.88;0.581207046
3064;2015;5;27;15;1629.03;2915.88;0.558675254
3065;2015;5;27;16;1519.08;2915.88;0.520967941
3066;2015;5;27;17;1209.69;2915.88;0.414862752
3067;2015;5;27;18;815.02;2915.88;0.279510817
3068;2015;5;27;19;399.39;2915.88;0.136970657
3069;2015;5;27;20;126.01;2915.88;0.043215084
3070;2015;5;27;21;9.37;2915.88;0.003213438
3071;2015;5;27;22;0;2915.88;0
3072;2015;5;27;23;0;2915.88;0
3073;2015;5;28;0;0;2915.88;0
3074;2015;5;28;1;0;2915.88;0
3075;2015;5;28;2;0;2915.88;0
3076;2015;5;28;3;0;2915.88;0
3077;2015;5;28;4;0;2915.88;0
3078;2015;5;28;5;0.42;2915.88;0.000144039
3079;2015;5;28;6;55.79;2915.88;0.01913316
3080;2015;5;28;7;218.57;2915.88;0.074958503
3081;2015;5;28;8;437.16;2915.88;0.149923865
3082;2015;5;28;9;595.16;2915.88;0.204109909
3083;2015;5;28;10;700.41;2915.88;0.240205358
3084;2015;5;28;11;880.19;2915.88;0.301860845
3085;2015;5;28;12;1192.36;2915.88;0.408919434
3086;2015;5;28;13;1241.26;2915.88;0.425689672
3087;2015;5;28;14;1316.76;2915.88;0.45158237
3088;2015;5;28;15;1254.07;2915.88;0.430082857
3089;2015;5;28;16;1096.85;2915.88;0.376164314
3090;2015;5;28;17;820;2915.88;0.281218706
3091;2015;5;28;18;498.67;2915.88;0.171018698
3092;2015;5;28;19;286.17;2915.88;0.098141899
3093;2015;5;28;20;104.78;2915.88;0.035934263
3094;2015;5;28;21;7.26;2915.88;0.002489814
3095;2015;5;28;22;0;2915.88;0
3096;2015;5;28;23;0;2915.88;0
3097;2015;5;29;0;0;2915.88;0
3098;2015;5;29;1;0;2915.88;0
3099;2015;5;29;2;0;2915.88;0
3100;2015;5;29;3;0;2915.88;0
3101;2015;5;29;4;0;2915.88;0
3102;2015;5;29;5;2.44;2915.88;0.000836797
3103;2015;5;29;6;98.36;2915.88;0.033732527
3104;2015;5;29;7;324.32;2915.88;0.111225428
3105;2015;5;29;8;643.15;2915.88;0.220568062
3106;2015;5;29;9;886.83;2915.88;0.30413803
3107;2015;5;29;10;1038.04;2915.88;0.355995446
3108;2015;5;29;11;1139.33;2915.88;0.390732815
3109;2015;5;29;12;1248.81;2915.88;0.428278942
3110;2015;5;29;13;1189.25;2915.88;0.407852861
3111;2015;5;29;14;1038.13;2915.88;0.356026311
3112;2015;5;29;15;752.46;2915.88;0.258055887
3113;2015;5;29;16;527.42;2915.88;0.1808785
3114;2015;5;29;17;297.45;2915.88;0.102010371
3115;2015;5;29;18;144.27;2915.88;0.049477345
3116;2015;5;29;19;67.41;2915.88;0.023118235
3117;2015;5;29;20;25.48;2915.88;0.008738357
3118;2015;5;29;21;8.48;2915.88;0.002908213
3119;2015;5;29;22;0;2915.88;0
3120;2015;5;29;23;0;2915.88;0
3121;2015;5;30;0;0;2915.88;0
3122;2015;5;30;1;0;2915.88;0
3123;2015;5;30;2;0;2915.88;0
3124;2015;5;30;3;0;2915.88;0
3125;2015;5;30;4;0;2915.88;0
3126;2015;5;30;5;2.37;2915.88;0.000812791
3127;2015;5;30;6;97.83;2915.88;0.033550763
3128;2015;5;30;7;405.68;2915.88;0.13912781
3129;2015;5;30;8;896.48;2915.88;0.307447494
3130;2015;5;30;9;1326.98;2915.88;0.455087315
3131;2015;5;30;10;1395.52;2915.88;0.478593083
3132;2015;5;30;11;1480.06;2915.88;0.507586046
3133;2015;5;30;12;1430.28;2915.88;0.490514013
3134;2015;5;30;13;1230.5;2915.88;0.421999534
3135;2015;5;30;14;1290.74;2915.88;0.44265882
3136;2015;5;30;15;1192.31;2915.88;0.408902287
3137;2015;5;30;16;1185.62;2915.88;0.406607954
3138;2015;5;30;17;915.64;2915.88;0.31401841
3139;2015;5;30;18;671.2;2915.88;0.230187799
3140;2015;5;30;19;370.33;2915.88;0.127004541
3141;2015;5;30;20;131.23;2915.88;0.045005281
3142;2015;5;30;21;13.93;2915.88;0.004777289
3143;2015;5;30;22;0;2915.88;0
3144;2015;5;30;23;0;2915.88;0
3145;2015;5;31;0;0;2915.88;0
3146;2015;5;31;1;0;2915.88;0
3147;2015;5;31;2;0;2915.88;0
3148;2015;5;31;3;0;2915.88;0
3149;2015;5;31;4;0;2915.88;0
3150;2015;5;31;5;1.4;2915.88;0.000480129
3151;2015;5;31;6;57.64;2915.88;0.019767617
3152;2015;5;31;7;189.78;2915.88;0.065084983
3153;2015;5;31;8;373.5;2915.88;0.128091691
3154;2015;5;31;9;647.79;2915.88;0.222159348
3155;2015;5;31;10;745.44;2915.88;0.255648381
3156;2015;5;31;11;743.68;2915.88;0.255044789
3157;2015;5;31;12;683.04;2915.88;0.234248323
3158;2015;5;31;13;553.68;2915.88;0.189884357
3159;2015;5;31;14;489.49;2915.88;0.16787042
3160;2015;5;31;15;423.05;2915.88;0.145084846
3161;2015;5;31;16;390.61;2915.88;0.133959559
3162;2015;5;31;17;289.83;2915.88;0.099397095
3163;2015;5;31;18;168.31;2915.88;0.057721854
3164;2015;5;31;19;94.09;2915.88;0.032268132
3165;2015;5;31;20;23.61;2915.88;0.008097041
3166;2015;5;31;21;3.22;2915.88;0.001104298
3167;2015;5;31;22;0;2915.88;0
3168;2015;5;31;23;0;2915.88;0
3169;2015;6;1;0;0;2915.88;0
3170;2015;6;1;1;0;2915.88;0
3171;2015;6;1;2;0;2915.88;0
3172;2015;6;1;3;0;2915.88;0
3173;2015;6;1;4;0;2915.88;0
3174;2015;6;1;5;3.74;2915.88;0.001282632
3175;2015;6;1;6;97.12;2915.88;0.033307269
3176;2015;6;1;7;324.06;2915.88;0.111136261
3177;2015;6;1;8;611.3;2915.88;0.209645116
3178;2015;6;1;9;830.25;2915.88;0.28473394
3179;2015;6;1;10;1095.44;2915.88;0.375680755
3180;2015;6;1;11;1505.9;2915.88;0.516447865
3181;2015;6;1;12;1657.32;2915.88;0.568377299
3182;2015;6;1;13;1862.59;2915.88;0.638774572
3183;2015;6;1;14;1751.25;2915.88;0.600590559
3184;2015;6;1;15;1561.43;2915.88;0.535491858
3185;2015;6;1;16;1318.46;2915.88;0.452165384
3186;2015;6;1;17;1057.86;2915.88;0.362792708
3187;2015;6;1;18;633.98;2915.88;0.217423214
3188;2015;6;1;19;333.5;2915.88;0.114373705
3189;2015;6;1;20;112.99;2915.88;0.03874988
3190;2015;6;1;21;10.24;2915.88;0.003511804
3191;2015;6;1;22;0;2915.88;0
3192;2015;6;1;23;0;2915.88;0
3193;2015;6;2;0;0;2915.88;0
3194;2015;6;2;1;0;2915.88;0
3195;2015;6;2;2;0;2915.88;0
3196;2015;6;2;3;0;2915.88;0
3197;2015;6;2;4;0;2915.88;0
3198;2015;6;2;5;0.13;2915.88;4.45835E-05
3199;2015;6;2;6;19.24;2915.88;0.006598351
3200;2015;6;2;7;102.46;2915.88;0.03513862
3201;2015;6;2;8;232.17;2915.88;0.079622618
3202;2015;6;2;9;305.32;2915.88;0.104709384
3203;2015;6;2;10;402.16;2915.88;0.137920628
3204;2015;6;2;11;600.31;2915.88;0.205876099
3205;2015;6;2;12;680.58;2915.88;0.233404667
3206;2015;6;2;13;557.11;2915.88;0.191060675
3207;2015;6;2;14;473.86;2915.88;0.162510117
3208;2015;6;2;15;452.3;2915.88;0.155116123
3209;2015;6;2;16;366.92;2915.88;0.125835082
3210;2015;6;2;17;324.51;2915.88;0.111290588
3211;2015;6;2;18;314.23;2915.88;0.107765066
3212;2015;6;2;19;217.12;2915.88;0.074461226
3213;2015;6;2;20;80;2915.88;0.027435971
3214;2015;6;2;21;5.61;2915.88;0.001923947
3215;2015;6;2;22;0;2915.88;0
3216;2015;6;2;23;0;2915.88;0
3217;2015;6;3;0;0;2915.88;0
3218;2015;6;3;1;0;2915.88;0
3219;2015;6;3;2;0;2915.88;0
3220;2015;6;3;3;0;2915.88;0
3221;2015;6;3;4;0;2915.88;0
3222;2015;6;3;5;2.31;2915.88;0.000792214
3223;2015;6;3;6;85.33;2915.88;0.029263893
3224;2015;6;3;7;329.33;2915.88;0.112943605
3225;2015;6;3;8;753.77;2915.88;0.258505151
3226;2015;6;3;9;1213.42;2915.88;0.416141954
3227;2015;6;3;10;1387.41;2915.88;0.475811762
3228;2015;6;3;11;1280.51;2915.88;0.439150445
3229;2015;6;3;12;1293.62;2915.88;0.443646515
3230;2015;6;3;13;1368.74;2915.88;0.469408892
3231;2015;6;3;14;1269.97;2915.88;0.435535756
3232;2015;6;3;15;1195.32;2915.88;0.409934565
3233;2015;6;3;16;1035.19;2915.88;0.355018039
3234;2015;6;3;17;860.01;2915.88;0.294940121
3235;2015;6;3;18;657.86;2915.88;0.225612851
3236;2015;6;3;19;392.21;2915.88;0.134508279
3237;2015;6;3;20;151.31;2915.88;0.05189171
3238;2015;6;3;21;19.55;2915.88;0.006704665
3239;2015;6;3;22;0;2915.88;0
3240;2015;6;3;23;0;2915.88;0
3241;2015;6;4;0;0;2915.88;0
3242;2015;6;4;1;0;2915.88;0
3243;2015;6;4;2;0;2915.88;0
3244;2015;6;4;3;0;2915.88;0
3245;2015;6;4;4;0;2915.88;0
3246;2015;6;4;5;4.67;2915.88;0.001601575
3247;2015;6;4;6;115.57;2915.88;0.03963469
3248;2015;6;4;7;421.52;2915.88;0.144560133
3249;2015;6;4;8;889.49;2915.88;0.305050276
3250;2015;6;4;9;1380.35;2915.88;0.473390537
3251;2015;6;4;10;1772.22;2915.88;0.607782213
3252;2015;6;4;11;2031.36;2915.88;0.696654183
3253;2015;6;4;12;2205;2915.88;0.756203959
3254;2015;6;4;13;2298.96;2915.88;0.788427507
3255;2015;6;4;14;2265.97;2915.88;0.777113599
3256;2015;6;4;15;2086.42;2915.88;0.715536991
3257;2015;6;4;16;1805.02;2915.88;0.619030961
3258;2015;6;4;17;1420.18;2915.88;0.487050222
3259;2015;6;4;18;940;2915.88;0.322372663
3260;2015;6;4;19;464.4;2915.88;0.159265813
3261;2015;6;4;20;145.56;2915.88;0.04991975
3262;2015;6;4;21;17.45;2915.88;0.005984471
3263;2015;6;4;22;0;2915.88;0
3264;2015;6;4;23;0;2915.88;0
3265;2015;6;5;0;0;2915.88;0
3266;2015;6;5;1;0;2915.88;0
3267;2015;6;5;2;0;2915.88;0
3268;2015;6;5;3;0;2915.88;0
3269;2015;6;5;4;0;2915.88;0
3270;2015;6;5;5;5.48;2915.88;0.001879364
3271;2015;6;5;6;113.54;2915.88;0.038938502
3272;2015;6;5;7;385.31;2915.88;0.132141926
3273;2015;6;5;8;824.79;2915.88;0.282861435
3274;2015;6;5;9;1278.07;2915.88;0.438313648
3275;2015;6;5;10;1660.7;2915.88;0.569536469
3276;2015;6;5;11;1950.4;2915.88;0.66888898
3277;2015;6;5;12;2121.01;2915.88;0.727399619
3278;2015;6;5;13;2181.38;2915.88;0.748103488
3279;2015;6;5;14;2130.69;2915.88;0.730719371
3280;2015;6;5;15;1902.66;2915.88;0.652516564
3281;2015;6;5;16;1277.9;2915.88;0.438255347
3282;2015;6;5;17;433.9;2915.88;0.148805849
3283;2015;6;5;18;163.63;2915.88;0.05611685
3284;2015;6;5;19;67.2;2915.88;0.023046216
3285;2015;6;5;20;26.56;2915.88;0.009108742
3286;2015;6;5;21;10.95;2915.88;0.003755299
3287;2015;6;5;22;0;2915.88;0
3288;2015;6;5;23;0;2915.88;0
3289;2015;6;6;0;0;2915.88;0
3290;2015;6;6;1;0;2915.88;0
3291;2015;6;6;2;0;2915.88;0
3292;2015;6;6;3;0;2915.88;0
3293;2015;6;6;4;0;2915.88;0
3294;2015;6;6;5;1.7;2915.88;0.000583014
3295;2015;6;6;6;65.54;2915.88;0.022476919
3296;2015;6;6;7;296.1;2915.88;0.101547389
3297;2015;6;6;8;680.06;2915.88;0.233226333
3298;2015;6;6;9;1112.21;2915.88;0.381432021
3299;2015;6;6;10;1580.93;2915.88;0.542179376
3300;2015;6;6;11;2004.1;2915.88;0.687305376
3301;2015;6;6;12;2252.35;2915.88;0.772442625
3302;2015;6;6;13;2344.01;2915.88;0.803877389
3303;2015;6;6;14;2307.46;2915.88;0.791342579
3304;2015;6;6;15;2141.65;2915.88;0.734478099
3305;2015;6;6;16;1868.8;2915.88;0.64090429
3306;2015;6;6;17;1486.83;2915.88;0.509907815
3307;2015;6;6;18;997;2915.88;0.341920792
3308;2015;6;6;19;498.03;2915.88;0.17079921
3309;2015;6;6;20;156.48;2915.88;0.05366476
3310;2015;6;6;21;17.44;2915.88;0.005981042
3311;2015;6;6;22;0;2915.88;0
3312;2015;6;6;23;0;2915.88;0
3313;2015;6;7;0;0;2915.88;0
3314;2015;6;7;1;0;2915.88;0
3315;2015;6;7;2;0;2915.88;0
3316;2015;6;7;3;0;2915.88;0
3317;2015;6;7;4;0;2915.88;0
3318;2015;6;7;5;5.43;2915.88;0.001862217
3319;2015;6;7;6;118.73;2915.88;0.040718411
3320;2015;6;7;7;433.47;2915.88;0.148658381
3321;2015;6;7;8;918.06;2915.88;0.314848348
3322;2015;6;7;9;1416.37;2915.88;0.485743583
3323;2015;6;7;10;1798.09;2915.88;0.61665432
3324;2015;6;7;11;1958.56;2915.88;0.671687449
3325;2015;6;7;12;2022.36;2915.88;0.693567637
3326;2015;6;7;13;2045.01;2915.88;0.701335446
3327;2015;6;7;14;2029.04;2915.88;0.69585854
3328;2015;6;7;15;1967.59;2915.88;0.674784285
3329;2015;6;7;16;1804.9;2915.88;0.618989808
3330;2015;6;7;17;1459.3;2915.88;0.500466412
3331;2015;6;7;18;992.29;2915.88;0.3403055
3332;2015;6;7;19;502.86;2915.88;0.172455657
3333;2015;6;7;20;163.49;2915.88;0.056068837
3334;2015;6;7;21;21.97;2915.88;0.007534604
3335;2015;6;7;22;0;2915.88;0
3336;2015;6;7;23;0;2915.88;0
3337;2015;6;8;0;0;2915.88;0
3338;2015;6;8;1;0;2915.88;0
3339;2015;6;8;2;0;2915.88;0
3340;2015;6;8;3;0;2915.88;0
3341;2015;6;8;4;0;2915.88;0
3342;2015;6;8;5;5.4;2915.88;0.001851928
3343;2015;6;8;6;121.36;2915.88;0.041620368
3344;2015;6;8;7;416.36;2915.88;0.142790513
3345;2015;6;8;8;817.01;2915.88;0.280193286
3346;2015;6;8;9;1171.32;2915.88;0.401703774
3347;2015;6;8;10;1591.72;2915.88;0.545879803
3348;2015;6;8;11;1949.58;2915.88;0.668607762
3349;2015;6;8;12;2049.27;2915.88;0.702796411
3350;2015;6;8;13;1978.93;2915.88;0.678673334
3351;2015;6;8;14;1860.85;2915.88;0.63817784
3352;2015;6;8;15;1716.17;2915.88;0.588559886
3353;2015;6;8;16;1467.35;2915.88;0.503227156
3354;2015;6;8;17;1153.73;2915.88;0.39567129
3355;2015;6;8;18;833.1;2915.88;0.285711346
3356;2015;6;8;19;470.81;2915.88;0.161464121
3357;2015;6;8;20;159.54;2915.88;0.054714186
3358;2015;6;8;21;23.01;2915.88;0.007891271
3359;2015;6;8;22;0;2915.88;0
3360;2015;6;8;23;0;2915.88;0
3361;2015;6;9;0;0;2915.88;0
3362;2015;6;9;1;0;2915.88;0
3363;2015;6;9;2;0;2915.88;0
3364;2015;6;9;3;0;2915.88;0
3365;2015;6;9;4;0;2915.88;0
3366;2015;6;9;5;4.77;2915.88;0.00163587
3367;2015;6;9;6;111.43;2915.88;0.038214879
3368;2015;6;9;7;411.92;2915.88;0.141267816
3369;2015;6;9;8;898.77;2915.88;0.308232849
3370;2015;6;9;9;1195.98;2915.88;0.410160912
3371;2015;6;9;10;1259.84;2915.88;0.432061676
3372;2015;6;9;11;1461.99;2915.88;0.501388946
3373;2015;6;9;12;1694.58;2915.88;0.581155603
3374;2015;6;9;13;1821.36;2915.88;0.624634759
3375;2015;6;9;14;1835.13;2915.88;0.629357175
3376;2015;6;9;15;1857.63;2915.88;0.637073542
3377;2015;6;9;16;1672.8;2915.88;0.57368616
3378;2015;6;9;17;1267.59;2915.88;0.434719536
3379;2015;6;9;18;820.9;2915.88;0.281527361
3380;2015;6;9;19;470.36;2915.88;0.161309793
3381;2015;6;9;20;172.53;2915.88;0.059169102
3382;2015;6;9;21;24.7;2915.88;0.008470856
3383;2015;6;9;22;0;2915.88;0
3384;2015;6;9;23;0;2915.88;0
3385;2015;6;10;0;0;2915.88;0
