Timestep;Y;M;D;H;AvgOfRealTime
6933;2015;11;4;20;11012.75
6934;2015;11;4;21;10438.75
6935;2015;11;4;22;10468.00
6936;2015;11;4;23;10265.00
6937;2015;11;5;0;9483.00
6938;2015;11;5;1;8901.50
6939;2015;11;5;2;8577.00
6940;2015;11;5;3;8371.25
6941;2015;11;5;4;8509.50
6942;2015;11;5;5;9000.25
6943;2015;11;5;6;9835.50
6944;2015;11;5;7;10520.25
6945;2015;11;5;8;11021.75
6946;2015;11;5;9;11301.00
6947;2015;11;5;10;11360.00
6948;2015;11;5;11;11453.00
6949;2015;11;5;12;11236.75
6950;2015;11;5;13;11168.00
6951;2015;11;5;14;11073.50
6952;2015;11;5;15;11104.00
6953;2015;11;5;16;11131.75
6954;2015;11;5;17;11795.50
6955;2015;11;5;18;11935.25
6956;2015;11;5;19;11470.00
6957;2015;11;5;20;10865.00
6958;2015;11;5;21;10312.75
6959;2015;11;5;22;10331.25
6960;2015;11;5;23;10006.75
6961;2015;11;6;0;9160.75
6962;2015;11;6;1;8652.25
6963;2015;11;6;2;8434.50
6964;2015;11;6;3;8283.75
6965;2015;11;6;4;8335.50
6966;2015;11;6;5;8824.50
6967;2015;11;6;6;9688.50
6968;2015;11;6;7;10518.00
6969;2015;11;6;8;10926.25
6970;2015;11;6;9;11220.75
6971;2015;11;6;10;11376.00
6972;2015;11;6;11;11490.50
6973;2015;11;6;12;11233.75
6974;2015;11;6;13;11115.25
6975;2015;11;6;14;10957.75
6976;2015;11;6;15;10868.00
6977;2015;11;6;16;11079.50
6978;2015;11;6;17;11629.50
6979;2015;11;6;18;11579.25
6980;2015;11;6;19;11100.50
6981;2015;11;6;20;10481.25
6982;2015;11;6;21;9944.00
6983;2015;11;6;22;9986.25
6984;2015;11;6;23;9824.25
6985;2015;11;7;0;8926.50
6986;2015;11;7;1;8416.50
6987;2015;11;7;2;8101.50
6988;2015;11;7;3;7822.50
6989;2015;11;7;4;7804.00
6990;2015;11;7;5;7926.00
6991;2015;11;7;6;8251.25
6992;2015;11;7;7;8600.00
6993;2015;11;7;8;8982.50
6994;2015;11;7;9;9539.75
6995;2015;11;7;10;9771.25
6996;2015;11;7;11;9981.75
6997;2015;11;7;12;9991.00
6998;2015;11;7;13;9761.25
6999;2015;11;7;14;9586.00
7000;2015;11;7;15;9611.75
7001;2015;11;7;16;9622.00
7002;2015;11;7;17;10304.00
7003;2015;11;7;18;10454.75
7004;2015;11;7;19;10029.75
7005;2015;11;7;20;9514.75
7006;2015;11;7;21;9169.75
7007;2015;11;7;22;9178.00
7008;2015;11;7;23;9028.75
7009;2015;11;8;0;8344.50
7010;2015;11;8;1;7935.50
7011;2015;11;8;2;7652.25
7012;2015;11;8;3;7507.25
7013;2015;11;8;4;7540.75
7014;2015;11;8;5;7646.00
7015;2015;11;8;6;7909.50
7016;2015;11;8;7;8095.75
7017;2015;11;8;8;8352.50
7018;2015;11;8;9;8807.25
7019;2015;11;8;10;9124.75
7020;2015;11;8;11;9469.25
7021;2015;11;8;12;9577.25
7022;2015;11;8;13;9371.75
7023;2015;11;8;14;9049.75
7024;2015;11;8;15;8800.75
7025;2015;11;8;16;8885.25
7026;2015;11;8;17;9714.50
7027;2015;11;8;18;10243.50
7028;2015;11;8;19;9944.25
7029;2015;11;8;20;9613.25
7030;2015;11;8;21;9152.25
7031;2015;11;8;22;9041.50
7032;2015;11;8;23;8764.50
7033;2015;11;9;0;8111.50
7034;2015;11;9;1;7663.25
7035;2015;11;9;2;7374.50
7036;2015;11;9;3;7333.75
7037;2015;11;9;4;7545.50
7038;2015;11;9;5;8065.25
7039;2015;11;9;6;9245.75
7040;2015;11;9;7;10436.00
7041;2015;11;9;8;10536.50
7042;2015;11;9;9;10772.00
7043;2015;11;9;10;10985.25
7044;2015;11;9;11;11078.25
7045;2015;11;9;12;10822.25
7046;2015;11;9;13;10749.25
7047;2015;11;9;14;10615.25
7048;2015;11;9;15;10609.00
7049;2015;11;9;16;10711.00
7050;2015;11;9;17;11668.00
7051;2015;11;9;18;11915.50
7052;2015;11;9;19;11537.27
7053;2015;11;9;20;10781.00
7054;2015;11;9;21;10098.00
7055;2015;11;9;22;10056.25
7056;2015;11;9;23;9728.75
7057;2015;11;10;0;8873.50
7058;2015;11;10;1;8403.50
7059;2015;11;10;2;8091.75
7060;2015;11;10;3;8057.25
7061;2015;11;10;4;8080.50
7062;2015;11;10;5;8662.00
7063;2015;11;10;6;9761.50
7064;2015;11;10;7;10816.00
7065;2015;11;10;8;10925.50
7066;2015;11;10;9;11195.00
7067;2015;11;10;10;9728.75
7068;2015;11;10;11;8873.50
7069;2015;11;10;12;8403.50
7070;2015;11;10;13;8091.75
7071;2015;11;10;14;10925.50
7072;2015;11;10;15;11029.25
7073;2015;11;10;16;11129.75
7074;2015;11;10;17;11776.00
7075;2015;11;10;18;11602.63
7076;2015;11;10;19;11164.63
7077;2015;11;10;20;10503.00
7078;2015;11;10;21;9990.46
7079;2015;11;10;22;9440.64
7080;2015;11;10;23;9835.50
7081;2015;11;11;0;9423.63
7082;2015;11;11;1;8395.00
7083;2015;11;11;2;8187.75
7084;2015;11;11;3;8083.75
7085;2015;11;11;4;8020.75
7086;2015;11;11;5;8022.25
7087;2015;11;11;6;8151.25
7088;2015;11;11;7;8330.25
7089;2015;11;11;8;8578.75
7090;2015;11;11;9;8992.50
7091;2015;11;11;10;9664.63
7092;2015;11;11;11;9594.25
7093;2015;11;11;12;9691.00
7094;2015;11;11;13;9364.50
7095;2015;11;11;14;9160.50
7096;2015;11;11;15;9094.25
7097;2015;11;11;16;9327.50
7098;2015;11;11;17;10128.25
7099;2015;11;11;18;10432.25
7100;2015;11;11;19;10156.00
7101;2015;11;11;20;9804.75
7102;2015;11;11;21;9523.00
7103;2015;11;11;22;9667.00
7104;2015;11;11;23;9458.50
7105;2015;11;12;0;8677.75
7106;2015;11;12;1;8302.00
7107;2015;11;12;2;8574.27
7108;2015;11;12;3;8574.27
7109;2015;11;12;4;8366.63
7110;2015;11;12;5;9202.27
7111;2015;11;12;6;9679.25
7112;2015;11;12;7;10828.00
7113;2015;11;12;8;10964.25
7114;2015;11;12;9;11195.25
7115;2015;11;12;10;11213.00
7116;2015;11;12;11;11340.00
7117;2015;11;12;12;11006.75
7118;2015;11;12;13;11012.00
7119;2015;11;12;14;10913.27
7120;2015;11;12;15;10854.50
7121;2015;11;12;16;10846.25
7122;2015;11;12;17;11739.63
7123;2015;11;12;18;11857.27
7124;2015;11;12;19;11339.75
7125;2015;11;12;20;10853.75
7126;2015;11;12;21;10190.75
7127;2015;11;12;22;10205.25
7128;2015;11;12;23;9857.50
7129;2015;11;13;0;9063.75
7130;2015;11;13;1;8529.50
7131;2015;11;13;2;8120.00
7132;2015;11;13;3;8096.25
7133;2015;11;13;4;8184.00
7134;2015;11;13;5;8693.25
7135;2015;11;13;6;9767.25
7136;2015;11;13;7;10895.25
7137;2015;11;13;8;11115.50
7138;2015;11;13;9;11341.00
7139;2015;11;13;10;11266.75
7140;2015;11;13;11;11392.50
7141;2015;11;13;12;11056.00
7142;2015;11;13;13;10943.00
7143;2015;11;13;14;10697.00
7144;2015;11;13;15;10611.25
7145;2015;11;13;16;10849.25
7146;2015;11;13;17;11539.50
7147;2015;11;13;18;11607.00
7148;2015;11;13;19;11172.00
7149;2015;11;13;20;10509.50
7150;2015;11;13;21;9905.75
7151;2015;11;13;22;10034.25
7152;2015;11;13;23;9871.00
7153;2015;11;14;0;9089.25
7154;2015;11;14;1;8514.50
7155;2015;11;14;2;8140.75
7156;2015;11;14;3;7970.50
7157;2015;11;14;4;7950.25
7158;2015;11;14;5;8013.75
7159;2015;11;14;6;8337.00
7160;2015;11;14;7;8774.75
7161;2015;11;14;8;9192.75
7162;2015;11;14;9;9744.00
7163;2015;11;14;10;10088.75
7164;2015;11;14;11;10248.25
7165;2015;11;14;12;10296.50
7166;2015;11;14;13;10155.00
7167;2015;11;14;14;10058.25
7168;2015;11;14;15;10076.25
7169;2015;11;14;16;10142.00
7170;2015;11;14;17;10876.50
7171;2015;11;14;18;10863.25
7172;2015;11;14;19;10240.50
7173;2015;11;14;20;9762.50
7174;2015;11;14;21;9277.50
7175;2015;11;14;22;9309.50
7176;2015;11;14;23;9184.25
7177;2015;11;15;0;8510.00
7178;2015;11;15;1;7987.50
7179;2015;11;15;2;7652.75
7180;2015;11;15;3;7367.00
7181;2015;11;15;4;7296.75
7182;2015;11;15;5;7389.50
7183;2015;11;15;6;7603.25
7184;2015;11;15;7;7902.75
7185;2015;11;15;8;8219.75
7186;2015;11;15;9;8789.00
7187;2015;11;15;10;9166.00
7188;2015;11;15;11;9517.50
7189;2015;11;15;12;9607.25
7190;2015;11;15;13;9320.25
7191;2015;11;15;14;9075.25
7192;2015;11;15;15;8902.75
7193;2015;11;15;16;8948.75
7194;2015;11;15;17;9806.50
7195;2015;11;15;18;10171.00
7196;2015;11;15;19;9943.75
7197;2015;11;15;20;9713.00
7198;2015;11;15;21;9303.50
7199;2015;11;15;22;9231.75
7200;2015;11;15;23;9053.00
7201;2015;11;16;0;8361.75
7202;2015;11;16;1;7810.25
7203;2015;11;16;2;7531.50
7204;2015;11;16;3;7510.75
7205;2015;11;16;4;7702.75
7206;2015;11;16;5;8327.25
7207;2015;11;16;6;9608.75
7208;2015;11;16;7;10753.50
7209;2015;11;16;8;10964.25
7210;2015;11;16;9;11222.75
7211;2015;11;16;10;11321.00
7212;2015;11;16;11;11461.50
7213;2015;11;16;12;11306.50
7214;2015;11;16;13;11311.50
7215;2015;11;16;14;11308.00
7216;2015;11;16;15;11250.50
7217;2015;11;16;16;11374.75
7218;2015;11;16;17;12144.25
7219;2015;11;16;18;12196.75
7220;2015;11;16;19;11552.00
7221;2015;11;16;20;10911.00
7222;2015;11;16;21;10323.75
7223;2015;11;16;22;10243.50
7224;2015;11;16;23;10091.00
7225;2015;11;17;0;9209.50
7226;2015;11;17;1;8718.75
7227;2015;11;17;2;8305.75
7228;2015;11;17;3;8212.50
7229;2015;11;17;4;8355.75
7230;2015;11;17;5;8754.00
7231;2015;11;17;6;9866.75
7232;2015;11;17;7;10862.50
7233;2015;11;17;8;11076.50
7234;2015;11;17;9;11187.50
7235;2015;11;17;10;11270.25
7236;2015;11;17;11;11493.75
7237;2015;11;17;12;11259.50
7238;2015;11;17;13;11249.50
7239;2015;11;17;14;11149.00
7240;2015;11;17;15;11169.25
7241;2015;11;17;16;11387.25
7242;2015;11;17;17;11968.00
7243;2015;11;17;18;11918.75
7244;2015;11;17;19;11367.00
7245;2015;11;17;20;10737.50
7246;2015;11;17;21;10169.00
7247;2015;11;17;22;10175.75
7248;2015;11;17;23;9944.25
7249;2015;11;18;0;9064.25
7250;2015;11;18;1;8487.50
7251;2015;11;18;2;8165.25
7252;2015;11;18;3;8060.25
7253;2015;11;18;4;8140.50
7254;2015;11;18;5;8579.25
7255;2015;11;18;6;9772.00
7256;2015;11;18;7;10891.25
7257;2015;11;18;8;11084.50
7258;2015;11;18;9;11169.00
7259;2015;11;18;10;11245.25
7260;2015;11;18;11;11324.50
7261;2015;11;18;12;11066.75
7262;2015;11;18;13;11031.50
7263;2015;11;18;14;10924.00
7264;2015;11;18;15;10913.25
7265;2015;11;18;16;11018.00
7266;2015;11;18;17;11819.50
7267;2015;11;18;18;11843.50
7268;2015;11;18;19;11271.25
7269;2015;11;18;20;10664.25
7270;2015;11;18;21;10114.75
7271;2015;11;18;22;10054.50
7272;2015;11;18;23;9816.50
7273;2015;11;19;0;9028.25
7274;2015;11;19;1;8427.50
7275;2015;11;19;2;8069.25
7276;2015;11;19;3;8064.00
7277;2015;11;19;4;8185.25
7278;2015;11;19;5;8663.75
7279;2015;11;19;6;9849.75
7280;2015;11;19;7;10969.00
7281;2015;11;19;8;11116.25
7282;2015;11;19;9;11307.50
7283;2015;11;19;10;11414.75
7284;2015;11;19;11;11646.00
7285;2015;11;19;12;11543.25
7286;2015;11;19;13;11645.50
7287;2015;11;19;14;11614.50
7288;2015;11;19;15;11690.25
7289;2015;11;19;16;11919.25
7290;2015;11;19;17;12561.75
7291;2015;11;19;18;12446.75
7292;2015;11;19;19;11778.75
7293;2015;11;19;20;11021.25
7294;2015;11;19;21;10339.00
7295;2015;11;19;22;10340.50
7296;2015;11;19;23;10099.25
7297;2015;11;20;0;9414.75
7298;2015;11;20;1;8870.50
7299;2015;11;20;2;8569.75
7300;2015;11;20;3;8406.00
7301;2015;11;20;4;8566.50
7302;2015;11;20;5;9095.75
7303;2015;11;20;6;10124.50
7304;2015;11;20;7;11299.00
7305;2015;11;20;8;11619.50
7306;2015;11;20;9;11795.00
7307;2015;11;20;10;11827.25
7308;2015;11;20;11;11959.00
7309;2015;11;20;12;11715.63
7310;2015;11;20;13;11689.00
7311;2015;11;20;14;11568.00
7312;2015;11;20;15;11482.00
7313;2015;11;20;16;11556.75
7314;2015;11;20;17;12117.00
7315;2015;11;20;18;11993.25
7316;2015;11;20;19;11449.50
7317;2015;11;20;20;10712.50
7318;2015;11;20;21;10161.00
7319;2015;11;20;22;10308.00
7320;2015;11;20;23;10144.50
7321;2015;11;21;0;9477.50
7322;2015;11;21;1;8932.50
7323;2015;11;21;2;8628.00
7324;2015;11;21;3;8412.00
7325;2015;11;21;4;8288.50
7326;2015;11;21;5;8273.00
7327;2015;11;21;6;8623.50
7328;2015;11;21;7;9004.25
7329;2015;11;21;8;9508.50
7330;2015;11;21;9;10086.50
7331;2015;11;21;10;10422.50
7332;2015;11;21;11;10688.25
7333;2015;11;21;12;10761.25
7334;2015;11;21;13;10655.75
7335;2015;11;21;14;10454.75
7336;2015;11;21;15;10411.50
7337;2015;11;21;16;10504.25
7338;2015;11;21;17;11096.50
7339;2015;11;21;18;11027.50
7340;2015;11;21;19;10540.50
7341;2015;11;21;20;10130.00
7342;2015;11;21;21;9662.75
7343;2015;11;21;22;9677.75
7344;2015;11;21;23;9684.25
7345;2015;11;22;0;9270.25
7346;2015;11;22;1;8783.50
7347;2015;11;22;2;8390.00
7348;2015;11;22;3;8208.25
7349;2015;11;22;4;8132.00
7350;2015;11;22;5;8187.25
7351;2015;11;22;6;8338.25
7352;2015;11;22;7;8473.25
7353;2015;11;22;8;8757.50
7354;2015;11;22;9;9353.00
7355;2015;11;22;10;9808.00
7356;2015;11;22;11;10180.00
7357;2015;11;22;12;10300.00
7358;2015;11;22;13;9938.50
7359;2015;11;22;14;9715.50
7360;2015;11;22;15;9647.75
7361;2015;11;22;16;9781.25
7362;2015;11;22;17;10465.25
7363;2015;11;22;18;10774.75
7364;2015;11;22;19;10569.75
7365;2015;11;22;20;10224.50
7366;2015;11;22;21;9795.50
7367;2015;11;22;22;9818.00
7368;2015;11;22;23;9759.50
7369;2015;11;23;0;9203.75
7370;2015;11;23;1;8792.50
7371;2015;11;23;2;8397.00
7372;2015;11;23;3;8264.50
7373;2015;11;23;4;8353.75
7374;2015;11;23;5;8860.50
7375;2015;11;23;6;10067.00
7376;2015;11;23;7;11164.25
7377;2015;11;23;8;11416.00
7378;2015;11;23;9;11648.75
7379;2015;11;23;10;11737.00
7380;2015;11;23;11;11801.25
7381;2015;11;23;12;11455.50
7382;2015;11;23;13;11369.00
7383;2015;11;23;14;11255.50
7384;2015;11;23;15;11317.75
7385;2015;11;23;16;11508.75
7386;2015;11;23;17;12421.50
7387;2015;11;23;18;12416.00
7388;2015;11;23;19;11877.63
7389;2015;11;23;20;11214.25
7390;2015;11;23;21;10616.00
7391;2015;11;23;22;10642.50
7392;2015;11;23;23;10443.25
7393;2015;11;24;0;9917.25
7394;2015;11;24;1;9434.00
7395;2015;11;24;2;9012.25
7396;2015;11;24;3;8879.50
7397;2015;11;24;4;8880.75
7398;2015;11;24;5;9339.75
7399;2015;11;24;6;10413.25
7400;2015;11;24;7;11449.75
7401;2015;11;24;8;11756.75
7402;2015;11;24;9;12051.75
7403;2015;11;24;10;12134.25
7404;2015;11;24;11;12305.50
7405;2015;11;24;12;12101.00
7406;2015;11;24;13;12190.25
7407;2015;11;24;14;12197.75
7408;2015;11;24;15;12237.25
7409;2015;11;24;16;12455.75
7410;2015;11;24;17;12874.25
7411;2015;11;24;18;12741.00
7412;2015;11;24;19;12158.50
7413;2015;11;24;20;11519.25
7414;2015;11;24;21;10866.50
7415;2015;11;24;22;10943.50
7416;2015;11;24;23;10703.75
7417;2015;11;25;0;10172.00
7418;2015;11;25;1;9711.00
7419;2015;11;25;2;9349.00
7420;2015;11;25;3;9172.00
7421;2015;11;25;4;9164.00
7422;2015;11;25;5;9589.25
7423;2015;11;25;6;10657.25
7424;2015;11;25;7;11778.50
7425;2015;11;25;8;11880.75
7426;2015;11;25;9;12041.50
7427;2015;11;25;10;12095.00
7428;2015;11;25;11;12217.50
7429;2015;11;25;12;11834.75
7430;2015;11;25;13;11901.25
7431;2015;11;25;14;11773.75
7432;2015;11;25;15;12064.00
7433;2015;11;25;16;12188.50
7434;2015;11;25;17;12884.00
7435;2015;11;25;18;12709.00
7436;2015;11;25;19;12170.25
7437;2015;11;25;20;11493.75
7438;2015;11;25;21;10923.00
7439;2015;11;25;22;10965.00
7440;2015;11;25;23;10774.25
7441;2015;11;26;0;10138.75
7442;2015;11;26;1;9614.00
7443;2015;11;26;2;9293.25
7444;2015;11;26;3;9142.75
7445;2015;11;26;4;9245.50
7446;2015;11;26;5;9700.75
7447;2015;11;26;6;10805.00
7448;2015;11;26;7;11763.75
7449;2015;11;26;8;11833.25
7450;2015;11;26;9;11888.50
7451;2015;11;26;10;11778.75
7452;2015;11;26;11;11888.75
7453;2015;11;26;12;11583.25
7454;2015;11;26;13;11524.25
7455;2015;11;26;14;11430.00
7456;2015;11;26;15;11446.25
7457;2015;11;26;16;11632.50
7458;2015;11;26;17;12522.00
7459;2015;11;26;18;12443.75
7460;2015;11;26;19;12030.25
7461;2015;11;26;20;11492.00
7462;2015;11;26;21;10909.75
7463;2015;11;26;22;11024.50
7464;2015;11;26;23;10857.00
7465;2015;11;27;0;10186.50
7466;2015;11;27;1;9637.75
7467;2015;11;27;2;9281.75
7468;2015;11;27;3;9140.25
7469;2015;11;27;4;9193.00
7470;2015;11;27;5;9666.25
7471;2015;11;27;6;10803.75
7472;2015;11;27;7;11815.50
7473;2015;11;27;8;11923.75
7474;2015;11;27;9;12052.75
7475;2015;11;27;10;12077.75
7476;2015;11;27;11;12085.50
7477;2015;11;27;12;11814.00
7478;2015;11;27;13;11718.25
7479;2015;11;27;14;11557.00
7480;2015;11;27;15;11501.00
7481;2015;11;27;16;11645.50
7482;2015;11;27;17;12219.25
7483;2015;11;27;18;12030.00
7484;2015;11;27;19;11476.75
7485;2015;11;27;20;10910.75
7486;2015;11;27;21;10469.50
7487;2015;11;27;22;10681.25
7488;2015;11;27;23;10538.50
7489;2015;11;28;0;9831.50
7490;2015;11;28;1;9306.50
7491;2015;11;28;2;8878.00
7492;2015;11;28;3;8585.75
7493;2015;11;28;4;8462.00
7494;2015;11;28;5;8502.50
7495;2015;11;28;6;8898.50
7496;2015;11;28;7;9284.25
7497;2015;11;28;8;9760.00
7498;2015;11;28;9;10336.50
7499;2015;11;28;10;10511.00
7500;2015;11;28;11;10595.25
7501;2015;11;28;12;10494.25
7502;2015;11;28;13;10199.50
7503;2015;11;28;14;10023.75
7504;2015;11;28;15;10142.75
7505;2015;11;28;16;10484.25
7506;2015;11;28;17;11153.25
7507;2015;11;28;18;11162.75
7508;2015;11;28;19;10635.25
7509;2015;11;28;20;10117.50
7510;2015;11;28;21;9624.00
7511;2015;11;28;22;9704.00
7512;2015;11;28;23;9745.50
7513;2015;11;29;0;9191.75
7514;2015;11;29;1;8739.00
7515;2015;11;29;2;8394.50
7516;2015;11;29;3;8149.25
7517;2015;11;29;4;8041.50
7518;2015;11;29;5;8098.00
7519;2015;11;29;6;8331.25
7520;2015;11;29;7;8383.75
7521;2015;11;29;8;8777.50
7522;2015;11;29;9;9316.50
7523;2015;11;29;10;9764.75
7524;2015;11;29;11;10147.25
7525;2015;11;29;12;10361.00
7526;2015;11;29;13;10085.50
7527;2015;11;29;14;9776.75
7528;2015;11;29;15;9653.00
7529;2015;11;29;16;9880.75
7530;2015;11;29;17;10482.25
7531;2015;11;29;18;10631.25
7532;2015;11;29;19;10455.25
7533;2015;11;29;20;10061.25
7534;2015;11;29;21;9540.25
7535;2015;11;29;22;9670.75
7536;2015;11;29;23;9593.50
7537;2015;11;30;0;8976.25
7538;2015;11;30;1;8600.25
7539;2015;11;30;2;8317.25
7540;2015;11;30;3;8138.75
7541;2015;11;30;4;8292.25
7542;2015;11;30;5;8905.75
7543;2015;11;30;6;10317.75
7544;2015;11;30;7;11461.00
7545;2015;11;30;8;11851.00
7546;2015;11;30;9;12136.00
7547;2015;11;30;10;12148.25
7548;2015;11;30;11;12119.00
7549;2015;11;30;12;11760.25
7550;2015;11;30;13;11859.25
7551;2015;11;30;14;11768.00
7552;2015;11;30;15;11793.25
7553;2015;11;30;16;11974.50
7554;2015;11;30;17;12451.25
7555;2015;11;30;18;12368.25
7556;2015;11;30;19;11896.25
7557;2015;11;30;20;11205.25
7558;2015;11;30;21;10684.25
7559;2015;11;30;22;10717.50
7560;2015;11;30;23;10487.00
7561;2015;12;1;0;9668.50
7562;2015;12;1;1;9222.75
7563;2015;12;1;2;8925.25
7564;2015;12;1;3;8795.00
7565;2015;12;1;4;8931.25
7566;2015;12;1;5;9438.50
7567;2015;12;1;6;10566.50
7568;2015;12;1;7;11606.00
7569;2015;12;1;8;11857.25
7570;2015;12;1;9;11930.75
7571;2015;12;1;10;11996.75
7572;2015;12;1;11;12114.00
7573;2015;12;1;12;11836.50
7574;2015;12;1;13;11891.00
7575;2015;12;1;14;11799.25
7576;2015;12;1;15;11724.63
7577;2015;12;1;16;11805.75
7578;2015;12;1;17;12442.75
7579;2015;12;1;18;12353.75
7580;2015;12;1;19;11820.00
7581;2015;12;1;20;11055.75
7582;2015;12;1;21;10462.50
7583;2015;12;1;22;10548.50
7584;2015;12;1;23;10419.75
7585;2015;12;2;0;9693.00
7586;2015;12;2;1;9116.50
7587;2015;12;2;2;8714.25
7588;2015;12;2;3;8637.50
7589;2015;12;2;4;8808.25
7590;2015;12;2;5;9196.75
7591;2015;12;2;6;10299.50
7592;2015;12;2;7;11400.00
7593;2015;12;2;8;11797.25
7594;2015;12;2;9;11866.00
7595;2015;12;2;10;11927.25
7596;2015;12;2;11;11933.50
7597;2015;12;2;12;11596.50
7598;2015;12;2;13;11642.50
7599;2015;12;2;14;11403.50
7600;2015;12;2;15;11448.00
7601;2015;12;2;16;11649.00
7602;2015;12;2;17;12469.75
7603;2015;12;2;18;12385.50
7604;2015;12;2;19;11889.75
7605;2015;12;2;20;11310.75
7606;2015;12;2;21;10691.00
7607;2015;12;2;22;10760.50
7608;2015;12;2;23;10576.50
7609;2015;12;3;0;9911.25
7610;2015;12;3;1;9284.00
7611;2015;12;3;2;8897.00
7612;2015;12;3;3;8810.50
7613;2015;12;3;4;8934.25
7614;2015;12;3;5;9424.50
7615;2015;12;3;6;10599.00
7616;2015;12;3;7;11672.25
7617;2015;12;3;8;11870.75
7618;2015;12;3;9;11567.00
7619;2015;12;3;10;11547.38
7620;2015;12;3;11;11648.50
7621;2015;12;3;12;11418.00
7622;2015;12;3;13;11408.50
7623;2015;12;3;14;11416.25
7624;2015;12;3;15;11551.25
7625;2015;12;3;16;11720.25
7626;2015;12;3;17;12428.75
7627;2015;12;3;18;12433.00
7628;2015;12;3;19;11929.00
7629;2015;12;3;20;11319.75
7630;2015;12;3;21;10723.00
7631;2015;12;3;22;10780.00
7632;2015;12;3;23;10549.75
7633;2015;12;4;0;9765.25
7634;2015;12;4;1;9179.75
7635;2015;12;4;2;8663.75
7636;2015;12;4;3;8604.75
7637;2015;12;4;4;8808.25
7638;2015;12;4;5;9199.00
7639;2015;12;4;6;10384.50
7640;2015;12;4;7;11421.00
7641;2015;12;4;8;11748.25
7642;2015;12;4;9;11858.75
7643;2015;12;4;10;11762.00
7644;2015;12;4;11;11753.00
7645;2015;12;4;12;11414.00
7646;2015;12;4;13;11315.25
7647;2015;12;4;14;11128.00
7648;2015;12;4;15;11109.25
7649;2015;12;4;16;11336.00
7650;2015;12;4;17;12057.25
7651;2015;12;4;18;11929.50
7652;2015;12;4;19;11437.50
7653;2015;12;4;20;10828.50
7654;2015;12;4;21;10373.50
7655;2015;12;4;22;10499.25
7656;2015;12;4;23;10442.50
7657;2015;12;5;0;9823.75
7658;2015;12;5;1;9250.00
7659;2015;12;5;2;8777.25
7660;2015;12;5;3;8495.00
7661;2015;12;5;4;8475.50
7662;2015;12;5;5;8517.00
7663;2015;12;5;6;8858.25
7664;2015;12;5;7;9148.00
7665;2015;12;5;8;9643.25
7666;2015;12;5;9;10051.25
7667;2015;12;5;10;10320.63
7668;2015;12;5;11;10541.00
7669;2015;12;5;12;10485.75
7670;2015;12;5;13;10359.50
7671;2015;12;5;14;10241.00
7672;2015;12;5;15;10164.50
7673;2015;12;5;16;10414.75
7674;2015;12;5;17;11048.00
7675;2015;12;5;18;11103.25
7676;2015;12;5;19;10708.25
7677;2015;12;5;20;10152.25
7678;2015;12;5;21;9713.50
7679;2015;12;5;22;9776.50
7680;2015;12;5;23;9750.25
7681;2015;12;6;0;9218.50
7682;2015;12;6;1;8661.00
7683;2015;12;6;2;8275.25
7684;2015;12;6;3;8129.25
7685;2015;12;6;4;8013.50
7686;2015;12;6;5;8051.75
7687;2015;12;6;6;8230.75
7688;2015;12;6;7;8407.75
7689;2015;12;6;8;8758.75
7690;2015;12;6;9;9272.00
7691;2015;12;6;10;9618.50
7692;2015;12;6;11;9931.50
7693;2015;12;6;12;10031.50
7694;2015;12;6;13;9810.75
7695;2015;12;6;14;9637.00
7696;2015;12;6;15;9540.25
7697;2015;12;6;16;9805.75
7698;2015;12;6;17;10423.25
7699;2015;12;6;18;10607.75
7700;2015;12;6;19;10464.25
7701;2015;12;6;20;10072.75
7702;2015;12;6;21;9679.50
7703;2015;12;6;22;9670.00
7704;2015;12;6;23;9552.50
7705;2015;12;7;0;8980.50
7706;2015;12;7;1;8492.00
7707;2015;12;7;2;8212.00
7708;2015;12;7;3;8116.75
7709;2015;12;7;4;8315.25
7710;2015;12;7;5;8889.25
7711;2015;12;7;6;10189.00
7712;2015;12;7;7;11352.50
7713;2015;12;7;8;11622.25
7714;2015;12;7;9;11633.75
7715;2015;12;7;10;11580.50
7716;2015;12;7;11;11621.50
7717;2015;12;7;12;11380.50
7718;2015;12;7;13;11370.00
7719;2015;12;7;14;11360.50
7720;2015;12;7;15;11426.00
7721;2015;12;7;16;11731.50
7722;2015;12;7;17;12454.75
7723;2015;12;7;18;12446.75
7724;2015;12;7;19;11917.25
7725;2015;12;7;20;11193.50
7726;2015;12;7;21;10678.25
7727;2015;12;7;22;10720.25
7728;2015;12;7;23;10582.00
7729;2015;12;8;0;9768.25
7730;2015;12;8;1;9220.25
7731;2015;12;8;2;8834.25
7732;2015;12;8;3;8734.00
7733;2015;12;8;4;8799.00
7734;2015;12;8;5;9325.25
7735;2015;12;8;6;10415.50
7736;2015;12;8;7;11486.75
7737;2015;12;8;8;11740.50
7738;2015;12;8;9;11740.00
7739;2015;12;8;10;11669.00
7740;2015;12;8;11;11681.25
7741;2015;12;8;12;11500.50
7742;2015;12;8;13;11696.50
7743;2015;12;8;14;11685.50
7744;2015;12;8;15;11717.25
7745;2015;12;8;16;11951.00
7746;2015;12;8;17;12489.00
7747;2015;12;8;18;12439.50
7748;2015;12;8;19;11900.75
7749;2015;12;8;20;11312.00
7750;2015;12;8;21;10705.75
7751;2015;12;8;22;10731.75
7752;2015;12;8;23;10513.25
7753;2015;12;9;0;9782.50
7754;2015;12;9;1;9252.25
