Timestep;Y;M;D;H;AvgOfRealTime
2758;2015;5;14;21;8979.75
2759;2015;5;14;22;9274.00
2760;2015;5;14;23;8934.50
2761;2015;5;15;0;8370.75
2762;2015;5;15;1;7964.75
2763;2015;5;15;2;7709.50
2764;2015;5;15;3;7611.50
2765;2015;5;15;4;7670.50
2766;2015;5;15;5;7868.50
2767;2015;5;15;6;8276.25
2768;2015;5;15;7;8743.75
2769;2015;5;15;8;9323.50
2770;2015;5;15;9;9862.00
2771;2015;5;15;10;10043.25
2772;2015;5;15;11;10274.50
2773;2015;5;15;12;10242.50
2774;2015;5;15;13;9889.75
2775;2015;5;15;14;9632.00
2776;2015;5;15;15;9605.00
2777;2015;5;15;16;9530.50
2778;2015;5;15;17;9619.25
2779;2015;5;15;18;9588.75
2780;2015;5;15;19;9370.50
2781;2015;5;15;20;9242.00
2782;2015;5;15;21;9140.50
2783;2015;5;15;22;9566.50
2784;2015;5;15;23;9281.00
2785;2015;5;16;0;8678.00
2786;2015;5;16;1;8141.00
2787;2015;5;16;2;7883.00
2788;2015;5;16;3;7697.50
2789;2015;5;16;4;7675.25
2790;2015;5;16;5;7771.00
2791;2015;5;16;6;7926.25
2792;2015;5;16;7;8282.00
2793;2015;5;16;8;8941.25
2794;2015;5;16;9;9503.00
2795;2015;5;16;10;9882.25
2796;2015;5;16;11;10171.50
2797;2015;5;16;12;10177.25
2798;2015;5;16;13;10050.00
2799;2015;5;16;14;9791.25
2800;2015;5;16;15;9704.75
2801;2015;5;16;16;9615.25
2802;2015;5;16;17;9611.50
2803;2015;5;16;18;9511.50
2804;2015;5;16;19;9327.00
2805;2015;5;16;20;9072.00
2806;2015;5;16;21;8981.50
2807;2015;5;16;22;9263.25
2808;2015;5;16;23;9017.75
2809;2015;5;17;0;8329.50
2810;2015;5;17;1;7940.50
2811;2015;5;17;2;7583.75
2812;2015;5;17;3;7454.75
2813;2015;5;17;4;7488.50
2814;2015;5;17;5;7441.75
2815;2015;5;17;6;7495.50
2816;2015;5;17;7;7786.50
2817;2015;5;17;8;8357.25
2818;2015;5;17;9;8870.00
2819;2015;5;17;10;9057.75
2820;2015;5;17;11;9320.50
2821;2015;5;17;12;9338.25
2822;2015;5;17;13;8999.50
2823;2015;5;17;14;8731.00
2824;2015;5;17;15;8537.75
2825;2015;5;17;16;8474.00
2826;2015;5;17;17;8648.25
2827;2015;5;17;18;8877.25
2828;2015;5;17;19;8961.00
2829;2015;5;17;20;8910.75
2830;2015;5;17;21;8982.25
2831;2015;5;17;22;9280.00
2832;2015;5;17;23;8973.50
2833;2015;5;18;0;8268.50
2834;2015;5;18;1;7886.00
2835;2015;5;18;2;7639.50
2836;2015;5;18;3;7626.00
2837;2015;5;18;4;7778.50
2838;2015;5;18;5;8160.75
2839;2015;5;18;6;9120.25
2840;2015;5;18;7;10131.75
2841;2015;5;18;8;10687.50
2842;2015;5;18;9;11005.00
2843;2015;5;18;10;11059.75
2844;2015;5;18;11;11243.25
2845;2015;5;18;12;10962.25
2846;2015;5;18;13;10919.75
2847;2015;5;18;14;10825.00
2848;2015;5;18;15;10768.50
2849;2015;5;18;16;10748.25
2850;2015;5;18;17;10881.50
2851;2015;5;18;18;10943.25
2852;2015;5;18;19;10684.50
2853;2015;5;18;20;10370.25
2854;2015;5;18;21;10127.25
2855;2015;5;18;22;10207.50
2856;2015;5;18;23;9778.25
2857;2015;5;19;0;9111.00
2858;2015;5;19;1;8648.00
2859;2015;5;19;2;8341.50
2860;2015;5;19;3;8284.00
2861;2015;5;19;4;8331.25
2862;2015;5;19;5;8745.25
2863;2015;5;19;6;9524.25
2864;2015;5;19;7;10436.50
2865;2015;5;19;8;10946.00
2866;2015;5;19;9;11144.00
2867;2015;5;19;10;11227.25
2868;2015;5;19;11;11451.75
2869;2015;5;19;12;11211.50
2870;2015;5;19;13;11229.75
2871;2015;5;19;14;11120.00
2872;2015;5;19;15;10949.50
2873;2015;5;19;16;11000.25
2874;2015;5;19;17;10942.75
2875;2015;5;19;18;10786.50
2876;2015;5;19;19;10505.00
2877;2015;5;19;20;10266.75
2878;2015;5;19;21;10086.00
2879;2015;5;19;22;10442.75
2880;2015;5;19;23;9999.00
2881;2015;5;20;0;9209.50
2882;2015;5;20;1;8746.25
2883;2015;5;20;2;8484.00
2884;2015;5;20;3;8257.25
2885;2015;5;20;4;8371.75
2886;2015;5;20;5;8744.25
2887;2015;5;20;6;9598.00
2888;2015;5;20;7;10547.25
2889;2015;5;20;8;10951.00
2890;2015;5;20;9;11400.75
2891;2015;5;20;10;11407.50
2892;2015;5;20;11;11521.75
2893;2015;5;20;12;11324.00
2894;2015;5;20;13;11280.25
2895;2015;5;20;14;11220.75
2896;2015;5;20;15;11102.75
2897;2015;5;20;16;10886.00
2898;2015;5;20;17;10873.75
2899;2015;5;20;18;10774.25
2900;2015;5;20;19;10462.25
2901;2015;5;20;20;10160.00
2902;2015;5;20;21;10027.50
2903;2015;5;20;22;10380.00
2904;2015;5;20;23;9982.50
2905;2015;5;21;0;9178.50
2906;2015;5;21;1;8640.25
2907;2015;5;21;2;8402.75
2908;2015;5;21;3;8320.25
2909;2015;5;21;4;8433.00
2910;2015;5;21;5;8736.50
2911;2015;5;21;6;9588.50
2912;2015;5;21;7;10507.00
2913;2015;5;21;8;10897.00
2914;2015;5;21;9;11180.25
2915;2015;5;21;10;11275.75
2916;2015;5;21;11;11389.25
2917;2015;5;21;12;11125.75
2918;2015;5;21;13;11089.00
2919;2015;5;21;14;10933.75
2920;2015;5;21;15;10857.25
2921;2015;5;21;16;10804.50
2922;2015;5;21;17;10964.75
2923;2015;5;21;18;10850.75
2924;2015;5;21;19;10482.75
2925;2015;5;21;20;10152.25
2926;2015;5;21;21;10000.25
2927;2015;5;21;22;10346.25
2928;2015;5;21;23;10012.00
2929;2015;5;22;0;9297.75
2930;2015;5;22;1;8864.00
2931;2015;5;22;2;8467.00
2932;2015;5;22;3;8443.50
2933;2015;5;22;4;8564.00
2934;2015;5;22;5;8792.50
2935;2015;5;22;6;9551.00
2936;2015;5;22;7;10626.25
2937;2015;5;22;8;11053.75
2938;2015;5;22;9;11313.25
2939;2015;5;22;10;11368.00
2940;2015;5;22;11;11525.75
2941;2015;5;22;12;11287.25
2942;2015;5;22;13;11207.00
2943;2015;5;22;14;10965.75
2944;2015;5;22;15;10738.25
2945;2015;5;22;16;10627.25
2946;2015;5;22;17;10605.75
2947;2015;5;22;18;10360.75
2948;2015;5;22;19;10044.25
2949;2015;5;22;20;9780.25
2950;2015;5;22;21;9648.00
2951;2015;5;22;22;10040.75
2952;2015;5;22;23;9798.50
2953;2015;5;23;0;9001.25
2954;2015;5;23;1;8557.00
2955;2015;5;23;2;8200.00
2956;2015;5;23;3;8004.00
2957;2015;5;23;4;7884.25
2958;2015;5;23;5;7756.00
2959;2015;5;23;6;7910.00
2960;2015;5;23;7;8344.50
2961;2015;5;23;8;9020.75
2962;2015;5;23;9;9601.25
2963;2015;5;23;10;9863.00
2964;2015;5;23;11;10029.50
2965;2015;5;23;12;9921.25
2966;2015;5;23;13;9670.25
2967;2015;5;23;14;9502.25
2968;2015;5;23;15;9442.75
2969;2015;5;23;16;9538.25
2970;2015;5;23;17;9658.00
2971;2015;5;23;18;9652.25
2972;2015;5;23;19;9431.75
2973;2015;5;23;20;9083.50
2974;2015;5;23;21;8920.00
2975;2015;5;23;22;9298.25
2976;2015;5;23;23;9109.50
2977;2015;5;24;0;8489.50
2978;2015;5;24;1;8079.25
2979;2015;5;24;2;7720.00
2980;2015;5;24;3;7552.50
2981;2015;5;24;4;7545.50
2982;2015;5;24;5;7413.50
2983;2015;5;24;6;7520.50
2984;2015;5;24;7;7894.00
2985;2015;5;24;8;8385.25
2986;2015;5;24;9;8853.25
2987;2015;5;24;10;9172.50
2988;2015;5;24;11;9315.00
2989;2015;5;24;12;9278.50
2990;2015;5;24;13;9001.75
2991;2015;5;24;14;8718.75
2992;2015;5;24;15;8458.50
2993;2015;5;24;16;8400.50
2994;2015;5;24;17;8559.75
2995;2015;5;24;18;8697.25
2996;2015;5;24;19;8780.50
2997;2015;5;24;20;8751.50
2998;2015;5;24;21;8754.75
2999;2015;5;24;22;9110.50
3000;2015;5;24;23;8704.75
3001;2015;5;25;0;8203.00
3002;2015;5;25;1;7843.50
3003;2015;5;25;2;7591.75
3004;2015;5;25;3;7461.00
3005;2015;5;25;4;7357.25
3006;2015;5;25;5;7366.75
3007;2015;5;25;6;7454.25
3008;2015;5;25;7;7733.25
3009;2015;5;25;8;8034.50
3010;2015;5;25;9;8600.00
3011;2015;5;25;10;9046.00
3012;2015;5;25;11;9321.75
3013;2015;5;25;12;9455.75
3014;2015;5;25;13;9141.00
3015;2015;5;25;14;8892.75
3016;2015;5;25;15;8816.00
3017;2015;5;25;16;8709.25
3018;2015;5;25;17;9015.50
3019;2015;5;25;18;9149.75
3020;2015;5;25;19;9077.00
3021;2015;5;25;20;8904.50
3022;2015;5;25;21;8905.00
3023;2015;5;25;22;9324.50
3024;2015;5;25;23;8962.00
3025;2015;5;26;0;8305.00
3026;2015;5;26;1;7870.75
3027;2015;5;26;2;7655.00
3028;2015;5;26;3;7612.00
3029;2015;5;26;4;7747.00
3030;2015;5;26;5;8169.75
3031;2015;5;26;6;9160.75
3032;2015;5;26;7;10110.50
3033;2015;5;26;8;10629.50
3034;2015;5;26;9;10930.00
3035;2015;5;26;10;11136.50
3036;2015;5;26;11;11234.00
3037;2015;5;26;12;11054.25
3038;2015;5;26;13;11096.50
3039;2015;5;26;14;10929.75
3040;2015;5;26;15;10961.75
3041;2015;5;26;16;10854.75
3042;2015;5;26;17;10802.50
3043;2015;5;26;18;10729.00
3044;2015;5;26;19;10329.25
3045;2015;5;26;20;9989.00
3046;2015;5;26;21;9760.75
3047;2015;5;26;22;10103.50
3048;2015;5;26;23;9751.25
3049;2015;5;27;0;8986.75
3050;2015;5;27;1;8566.00
3051;2015;5;27;2;8270.00
3052;2015;5;27;3;8262.75
3053;2015;5;27;4;8354.00
3054;2015;5;27;5;8596.50
3055;2015;5;27;6;9457.50
3056;2015;5;27;7;10393.00
3057;2015;5;27;8;10943.00
3058;2015;5;27;9;11207.00
3059;2015;5;27;10;11289.25
3060;2015;5;27;11;11445.25
3061;2015;5;27;12;11115.75
3062;2015;5;27;13;11068.00
3063;2015;5;27;14;11001.00
3064;2015;5;27;15;10897.25
3065;2015;5;27;16;10768.75
3066;2015;5;27;17;10721.50
3067;2015;5;27;18;10595.00
3068;2015;5;27;19;10274.00
3069;2015;5;27;20;9953.75
3070;2015;5;27;21;9736.00
3071;2015;5;27;22;10102.50
3072;2015;5;27;23;9687.25
3073;2015;5;28;0;8939.50
3074;2015;5;28;1;8421.50
3075;2015;5;28;2;8175.50
3076;2015;5;28;3;8078.75
3077;2015;5;28;4;8097.50
3078;2015;5;28;5;8314.75
3079;2015;5;28;6;9145.50
3080;2015;5;28;7;10082.00
3081;2015;5;28;8;10623.75
3082;2015;5;28;9;10960.00
3083;2015;5;28;10;11144.50
3084;2015;5;28;11;11348.75
3085;2015;5;28;12;11138.00
3086;2015;5;28;13;11015.25
3087;2015;5;28;14;10921.75
3088;2015;5;28;15;10796.25
3089;2015;5;28;16;10712.25
3090;2015;5;28;17;10673.75
3091;2015;5;28;18;10548.50
3092;2015;5;28;19;10279.25
3093;2015;5;28;20;9970.75
3094;2015;5;28;21;9795.00
3095;2015;5;28;22;10055.75
3096;2015;5;28;23;9705.25
3097;2015;5;29;0;8957.00
3098;2015;5;29;1;8477.75
3099;2015;5;29;2;8197.00
3100;2015;5;29;3;8053.25
3101;2015;5;29;4;8227.25
3102;2015;5;29;5;8562.00
3103;2015;5;29;6;9366.50
3104;2015;5;29;7;10357.25
3105;2015;5;29;8;10882.00
3106;2015;5;29;9;11182.00
3107;2015;5;29;10;11247.25
3108;2015;5;29;11;11389.25
3109;2015;5;29;12;11108.25
3110;2015;5;29;13;10972.50
3111;2015;5;29;14;10843.75
3112;2015;5;29;15;10616.75
3113;2015;5;29;16;10536.50
3114;2015;5;29;17;10715.25
3115;2015;5;29;18;10704.75
3116;2015;5;29;19;10519.50
3117;2015;5;29;20;10135.00
3118;2015;5;29;21;9911.75
3119;2015;5;29;22;10122.50
3120;2015;5;29;23;9822.75
3121;2015;5;30;0;8938.25
3122;2015;5;30;1;8429.25
3123;2015;5;30;2;8104.00
3124;2015;5;30;3;7948.50
3125;2015;5;30;4;7874.00
3126;2015;5;30;5;7858.00
3127;2015;5;30;6;7803.00
3128;2015;5;30;7;7757.75
3129;2015;5;30;8;7712.50
3130;2015;5;30;9;7667.25
3131;2015;5;30;10;9800.00
3132;2015;5;30;11;9940.25
3133;2015;5;30;12;9915.25
3134;2015;5;30;13;9643.00
3135;2015;5;30;14;9463.75
3136;2015;5;30;15;9368.25
3137;2015;5;30;16;9380.75
3138;2015;5;30;17;9368.25
3139;2015;5;30;18;9387.75
3140;2015;5;30;19;9251.50
3141;2015;5;30;20;8997.50
3142;2015;5;30;21;8847.50
3143;2015;5;30;22;9258.75
3144;2015;5;30;23;9100.75
3145;2015;5;31;0;8402.25
3146;2015;5;31;1;7991.50
3147;2015;5;31;2;7661.50
3148;2015;5;31;3;7519.00
3149;2015;5;31;4;7511.50
3150;2015;5;31;5;7374.75
3151;2015;5;31;6;7395.25
3152;2015;5;31;7;7725.00
3153;2015;5;31;8;8273.75
3154;2015;5;31;9;8708.50
3155;2015;5;31;10;9055.75
3156;2015;5;31;11;9570.50
3157;2015;5;31;12;9651.50
3158;2015;5;31;13;9330.00
3159;2015;5;31;14;9062.25
3160;2015;5;31;15;8995.00
3161;2015;5;31;16;8980.75
3162;2015;5;31;17;9158.75
3163;2015;5;31;18;9386.00
3164;2015;5;31;19;9436.00
3165;2015;5;31;20;9322.25
3166;2015;5;31;21;9141.50
3167;2015;5;31;22;9196.00
3168;2015;5;31;23;8942.00
3169;2015;6;1;0;8336.75
3170;2015;6;1;1;8032.75
3171;2015;6;1;2;7790.75
3172;2015;6;1;3;7688.50
3173;2015;6;1;4;7830.00
3174;2015;6;1;5;8157.50
3175;2015;6;1;6;9185.50
3176;2015;6;1;7;10176.50
3177;2015;6;1;8;10756.00
3178;2015;6;1;9;11159.75
3179;2015;6;1;10;11128.75
3180;2015;6;1;11;11288.75
3181;2015;6;1;12;10983.25
3182;2015;6;1;13;10971.25
3183;2015;6;1;14;10815.25
3184;2015;6;1;15;10697.00
3185;2015;6;1;16;10634.50
3186;2015;6;1;17;10717.75
3187;2015;6;1;18;10718.50
3188;2015;6;1;19;10449.75
3189;2015;6;1;20;10079.25
3190;2015;6;1;21;9812.50
3191;2015;6;1;22;10086.25
3192;2015;6;1;23;9742.75
3193;2015;6;2;0;8892.25
3194;2015;6;2;1;8478.25
3195;2015;6;2;2;8116.50
3196;2015;6;2;3;8021.75
3197;2015;6;2;4;8011.50
3198;2015;6;2;5;8227.25
3199;2015;6;2;6;9158.50
3200;2015;6;2;7;10332.50
3201;2015;6;2;8;10930.00
3202;2015;6;2;9;11240.50
3203;2015;6;2;10;11393.75
3204;2015;6;2;11;11543.50
3205;2015;6;2;12;11241.50
3206;2015;6;2;13;11177.50
3207;2015;6;2;14;11132.25
3208;2015;6;2;15;11003.00
3209;2015;6;2;16;10846.75
3210;2015;6;2;17;11012.50
3211;2015;6;2;18;10813.25
3212;2015;6;2;19;10410.25
3213;2015;6;2;20;10090.25
3214;2015;6;2;21;9765.75
3215;2015;6;2;22;10070.00
3216;2015;6;2;23;9840.00
3217;2015;6;3;0;9046.50
3218;2015;6;3;1;8624.75
3219;2015;6;3;2;8272.75
3220;2015;6;3;3;8205.75
3221;2015;6;3;4;8225.75
3222;2015;6;3;5;8462.00
3223;2015;6;3;6;9435.00
3224;2015;6;3;7;10465.75
3225;2015;6;3;8;10934.00
3226;2015;6;3;9;11193.75
3227;2015;6;3;10;11335.75
3228;2015;6;3;11;11408.00
3229;2015;6;3;12;11245.50
3230;2015;6;3;13;11244.00
3231;2015;6;3;14;11100.50
3232;2015;6;3;15;10972.00
3233;2015;6;3;16;10914.25
3234;2015;6;3;17;10872.25
3235;2015;6;3;18;10783.50
3236;2015;6;3;19;10377.25
3237;2015;6;3;20;9975.75
3238;2015;6;3;21;9749.75
3239;2015;6;3;22;10077.75
3240;2015;6;3;23;9773.50
3241;2015;6;4;0;9015.00
3242;2015;6;4;1;8572.50
3243;2015;6;4;2;8244.00
3244;2015;6;4;3;8171.50
3245;2015;6;4;4;8206.00
3246;2015;6;4;5;8515.75
3247;2015;6;4;6;9378.25
3248;2015;6;4;7;10330.75
3249;2015;6;4;8;10880.75
3250;2015;6;4;9;11159.00
3251;2015;6;4;10;11294.25
3252;2015;6;4;11;11346.50
3253;2015;6;4;12;11133.00
3254;2015;6;4;13;11074.50
3255;2015;6;4;14;10988.50
3256;2015;6;4;15;10959.00
3257;2015;6;4;16;10863.75
3258;2015;6;4;17;10872.75
3259;2015;6;4;18;10680.00
3260;2015;6;4;19;10326.00
3261;2015;6;4;20;9972.00
3262;2015;6;4;21;9707.25
3263;2015;6;4;22;10069.25
3264;2015;6;4;23;9711.50
3265;2015;6;5;0;8945.25
3266;2015;6;5;1;8497.00
3267;2015;6;5;2;8202.25
3268;2015;6;5;3;8066.00
3269;2015;6;5;4;8101.00
3270;2015;6;5;5;8355.25
3271;2015;6;5;6;9168.00
3272;2015;6;5;7;10301.00
3273;2015;6;5;8;10866.00
3274;2015;6;5;9;11357.50
3275;2015;6;5;10;11526.75
3276;2015;6;5;11;11677.25
3277;2015;6;5;12;11409.00
3278;2015;6;5;13;11317.25
3279;2015;6;5;14;11137.50
3280;2015;6;5;15;10904.00
3281;2015;6;5;16;10865.25
3282;2015;6;5;17;10848.75
3283;2015;6;5;18;10637.75
3284;2015;6;5;19;10314.50
3285;2015;6;5;20;9938.00
3286;2015;6;5;21;9506.25
3287;2015;6;5;22;9618.25
3288;2015;6;5;23;9310.75
3289;2015;6;6;0;8683.75
3290;2015;6;6;1;8289.00
3291;2015;6;6;2;7994.25
3292;2015;6;6;3;7771.50
3293;2015;6;6;4;7652.50
3294;2015;6;6;5;7502.75
3295;2015;6;6;6;7733.50
3296;2015;6;6;7;8288.00
3297;2015;6;6;8;8899.75
3298;2015;6;6;9;9504.50
3299;2015;6;6;10;9812.00
3300;2015;6;6;11;9907.50
3301;2015;6;6;12;9800.00
3302;2015;6;6;13;9587.50
3303;2015;6;6;14;9348.75
3304;2015;6;6;15;9164.50
3305;2015;6;6;16;9118.25
3306;2015;6;6;17;9166.00
3307;2015;6;6;18;9165.50
3308;2015;6;6;19;9000.75
3309;2015;6;6;20;8827.50
3310;2015;6;6;21;8733.75
3311;2015;6;6;22;9032.50
3312;2015;6;6;23;8789.50
3313;2015;6;7;0;8168.75
3314;2015;6;7;1;7801.00
3315;2015;6;7;2;7433.50
3316;2015;6;7;3;7327.75
3317;2015;6;7;4;7289.50
3318;2015;6;7;5;7148.25
3319;2015;6;7;6;7279.25
3320;2015;6;7;7;7655.75
3321;2015;6;7;8;8223.75
3322;2015;6;7;9;8795.50
3323;2015;6;7;10;9085.75
3324;2015;6;7;11;9215.25
3325;2015;6;7;12;9229.50
3326;2015;6;7;13;8919.50
3327;2015;6;7;14;8688.00
3328;2015;6;7;15;8542.00
3329;2015;6;7;16;8506.00
3330;2015;6;7;17;8647.00
3331;2015;6;7;18;8797.50
3332;2015;6;7;19;8913.00
3333;2015;6;7;20;8887.50
3334;2015;6;7;21;8780.00
3335;2015;6;7;22;9128.00
3336;2015;6;7;23;8793.25
3337;2015;6;8;0;8091.50
3338;2015;6;8;1;7779.50
3339;2015;6;8;2;7540.75
3340;2015;6;8;3;7566.00
3341;2015;6;8;4;7710.25
3342;2015;6;8;5;7913.00
3343;2015;6;8;6;8915.50
3344;2015;6;8;7;10019.00
3345;2015;6;8;8;10633.25
3346;2015;6;8;9;10971.00
3347;2015;6;8;10;11143.75
3348;2015;6;8;11;11357.50
3349;2015;6;8;12;11110.00
3350;2015;6;8;13;11031.50
3351;2015;6;8;14;10981.25
3352;2015;6;8;15;10862.75
3353;2015;6;8;16;10808.25
3354;2015;6;8;17;10686.00
3355;2015;6;8;18;10575.50
3356;2015;6;8;19;10267.75
3357;2015;6;8;20;9878.50
3358;2015;6;8;21;9509.00
3359;2015;6;8;22;9815.25
3360;2015;6;8;23;9444.75
3361;2015;6;9;0;8749.50
3362;2015;6;9;1;8416.75
3363;2015;6;9;2;8192.75
3364;2015;6;9;3;8146.75
3365;2015;6;9;4;8224.75
3366;2015;6;9;5;8384.75
3367;2015;6;9;6;9218.50
3368;2015;6;9;7;10262.75
3369;2015;6;9;8;10704.75
3370;2015;6;9;9;10986.50
3371;2015;6;9;10;11017.50
3372;2015;6;9;11;11192.25
3373;2015;6;9;12;11035.00
3374;2015;6;9;13;10966.75
3375;2015;6;9;14;10857.25
3376;2015;6;9;15;10803.25
3377;2015;6;9;16;10682.50
3378;2015;6;9;17;10722.75
3379;2015;6;9;18;10605.25
3380;2015;6;9;19;10191.75
3381;2015;6;9;20;9907.50
3382;2015;6;9;21;9626.50
3383;2015;6;9;22;9941.75
3384;2015;6;9;23;9589.50
3385;2015;6;10;0;8917.00
3386;2015;6;10;1;8485.25
3387;2015;6;10;2;8179.25
3388;2015;6;10;3;8155.25
3389;2015;6;10;4;8229.75
3390;2015;6;10;5;8393.00
3391;2015;6;10;6;9243.25
3392;2015;6;10;7;10293.75
3393;2015;6;10;8;10876.50
3394;2015;6;10;9;11111.50
3395;2015;6;10;10;11201.75
3396;2015;6;10;11;11377.25
3397;2015;6;10;12;11197.75
3398;2015;6;10;13;11164.50
3399;2015;6;10;14;11026.75
3400;2015;6;10;15;10883.25
3401;2015;6;10;16;10720.00
3402;2015;6;10;17;10717.50
3403;2015;6;10;18;10536.00
3404;2015;6;10;19;10221.00
3405;2015;6;10;20;9910.50
3406;2015;6;10;21;9646.50
3407;2015;6;10;22;9925.50
3408;2015;6;10;23;9565.75
3409;2015;6;11;0;8954.50
3410;2015;6;11;1;8577.00
3411;2015;6;11;2;8326.25
3412;2015;6;11;3;8270.25
3413;2015;6;11;4;8323.00
3414;2015;6;11;5;8397.00
3415;2015;6;11;6;9318.25
3416;2015;6;11;7;10374.75
3417;2015;6;11;8;10881.75
3418;2015;6;11;9;11205.75
3419;2015;6;11;10;11347.00
3420;2015;6;11;11;11563.25
3421;2015;6;11;12;11291.75
3422;2015;6;11;13;11291.25
3423;2015;6;11;14;11186.75
3424;2015;6;11;15;11090.75
3425;2015;6;11;16;11009.25
3426;2015;6;11;17;10973.00
3427;2015;6;11;18;10734.25
3428;2015;6;11;19;10356.00
3429;2015;6;11;20;10070.75
3430;2015;6;11;21;9807.25
3431;2015;6;11;22;10107.50
3432;2015;6;11;23;9665.00
3433;2015;6;12;0;8982.25
3434;2015;6;12;1;8603.50
3435;2015;6;12;2;8344.75
3436;2015;6;12;3;8204.75
3437;2015;6;12;4;8166.00
3438;2015;6;12;5;8327.00
3439;2015;6;12;6;9261.50
3440;2015;6;12;7;10354.50
3441;2015;6;12;8;11026.75
3442;2015;6;12;9;11362.25
3443;2015;6;12;10;11536.00
3444;2015;6;12;11;11578.25
3445;2015;6;12;12;11346.50
3446;2015;6;12;13;11289.25
3447;2015;6;12;14;11440.00
3448;2015;6;12;15;11211.75
3449;2015;6;12;16;11030.75
3450;2015;6;12;17;10924.50
3451;2015;6;12;18;10667.75
3452;2015;6;12;19;10243.50
3453;2015;6;12;20;9950.25
3454;2015;6;12;21;9609.25
3455;2015;6;12;22;9939.00
3456;2015;6;12;23;9563.75
3457;2015;6;13;0;8870.25
3458;2015;6;13;1;8406.50
3459;2015;6;13;2;7980.50
3460;2015;6;13;3;7846.00
3461;2015;6;13;4;7783.00
3462;2015;6;13;5;7564.50
3463;2015;6;13;6;7752.25
3464;2015;6;13;7;8217.50
3465;2015;6;13;8;8934.50
3466;2015;6;13;9;9529.75
3467;2015;6;13;10;9866.50
3468;2015;6;13;11;9925.00
3469;2015;6;13;12;9782.25
3470;2015;6;13;13;9500.00
3471;2015;6;13;14;9392.25
3472;2015;6;13;15;9231.75
3473;2015;6;13;16;9183.25
3474;2015;6;13;17;9309.00
3475;2015;6;13;18;9227.75
3476;2015;6;13;19;8991.50
3477;2015;6;13;20;8815.00
3478;2015;6;13;21;8641.50
3479;2015;6;13;22;8922.00
3480;2015;6;13;23;8714.75
3481;2015;6;14;0;8186.25
3482;2015;6;14;1;7808.00
3483;2015;6;14;2;7498.50
3484;2015;6;14;3;7401.75
3485;2015;6;14;4;7382.75
3486;2015;6;14;5;7227.75
3487;2015;6;14;6;7280.50
3488;2015;6;14;7;7718.50
3489;2015;6;14;8;8246.50
3490;2015;6;14;9;8749.75
3491;2015;6;14;10;9139.00
3492;2015;6;14;11;9375.25
3493;2015;6;14;12;9354.25
3494;2015;6;14;13;9063.00
3495;2015;6;14;14;8754.50
3496;2015;6;14;15;8671.50
3497;2015;6;14;16;8577.50
3498;2015;6;14;17;8709.75
3499;2015;6;14;18;8865.00
3500;2015;6;14;19;9004.00
3501;2015;6;14;20;8964.00
3502;2015;6;14;21;8796.00
3503;2015;6;14;22;9079.00
3504;2015;6;14;23;8782.75
3505;2015;6;15;0;8124.25
3506;2015;6;15;1;7809.75
3507;2015;6;15;2;7603.75
3508;2015;6;15;3;7521.50
3509;2015;6;15;4;7631.25
3510;2015;6;15;5;7953.25
3511;2015;6;15;6;8838.00
3512;2015;6;15;7;9947.50
3513;2015;6;15;8;10569.00
3514;2015;6;15;9;10976.00
3515;2015;6;15;10;11228.75
3516;2015;6;15;11;11485.75
3517;2015;6;15;12;11196.75
3518;2015;6;15;13;11082.50
3519;2015;6;15;14;10868.75
3520;2015;6;15;15;10790.00
3521;2015;6;15;16;10635.00
3522;2015;6;15;17;10733.00
3523;2015;6;15;18;10658.25
3524;2015;6;15;19;10204.75
3525;2015;6;15;20;9824.75
3526;2015;6;15;21;9489.75
3527;2015;6;15;22;9765.00
3528;2015;6;15;23;9449.75
3529;2015;6;16;0;8766.75
3530;2015;6;16;1;8342.75
3531;2015;6;16;2;8116.00
3532;2015;6;16;3;8078.25
3533;2015;6;16;4;8187.00
3534;2015;6;16;5;8340.25
3535;2015;6;16;6;9171.75
3536;2015;6;16;7;10168.50
3537;2015;6;16;8;10786.25
3538;2015;6;16;9;10997.75
3539;2015;6;16;10;11143.50
3540;2015;6;16;11;11267.75
3541;2015;6;16;12;11045.50
3542;2015;6;16;13;11101.25
3543;2015;6;16;14;11048.00
3544;2015;6;16;15;10912.25
3545;2015;6;16;16;10755.50
3546;2015;6;16;17;10736.00
3547;2015;6;16;18;10586.75
3548;2015;6;16;19;10287.25
3549;2015;6;16;20;9969.75
3550;2015;6;16;21;9601.75
3551;2015;6;16;22;9917.00
3552;2015;6;16;23;9562.75
3553;2015;6;17;0;8893.00
3554;2015;6;17;1;8531.00
3555;2015;6;17;2;8304.25
3556;2015;6;17;3;8168.75
3557;2015;6;17;4;8275.50
3558;2015;6;17;5;8369.00
3559;2015;6;17;6;9096.75
3560;2015;6;17;7;10050.75
3561;2015;6;17;8;10721.75
3562;2015;6;17;9;11060.75
3563;2015;6;17;10;11208.25
3564;2015;6;17;11;11334.75
3565;2015;6;17;12;11167.50
3566;2015;6;17;13;11077.50
3567;2015;6;17;14;11011.50
3568;2015;6;17;15;10909.25
3569;2015;6;17;16;10806.75
3570;2015;6;17;17;10832.75
3571;2015;6;17;18;10704.25
3572;2015;6;17;19;10216.75
3573;2015;6;17;20;9855.25
3574;2015;6;17;21;9588.00
3575;2015;6;17;22;9830.75
3576;2015;6;17;23;9394.75
3577;2015;6;18;0;8700.50
3578;2015;6;18;1;8341.25
3579;2015;6;18;2;8134.75
