Timestep;Y;M;D;H;real_time_measured_MW;monitored_capacity_MW;capacity_factor
551;2015;2;11;22;3.79;712.2;0.005321539
552;2015;2;11;23;3.79;712.2;0.005321539
553;2015;2;12;0;3.79;712.2;0.005321539
554;2015;2;12;1;3.79;712.2;0.005321539
555;2015;2;12;2;3.79;712.2;0.005321539
556;2015;2;12;3;3.8;712.2;0.00533558
557;2015;2;12;4;3.79;712.2;0.005321539
558;2015;2;12;5;3.79;712.2;0.005321539
559;2015;2;12;6;3.78;712.2;0.005307498
560;2015;2;12;7;3.79;712.2;0.005321539
561;2015;2;12;8;3.79;712.2;0.005321539
562;2015;2;12;9;3.79;712.2;0.005321539
563;2015;2;12;10;3.79;712.2;0.005321539
564;2015;2;12;11;5.61;712.2;0.007877001
565;2015;2;12;12;9.09;712.2;0.012763269
566;2015;2;12;13;4.81;712.2;0.006753721
567;2015;2;12;14;3.79;712.2;0.005321539
568;2015;2;12;15;3.79;712.2;0.005321539
569;2015;2;12;16;3.79;712.2;0.005321539
570;2015;2;12;17;12.81;712.2;0.017986521
571;2015;2;12;18;23.08;712.2;0.032406627
572;2015;2;12;19;30.63;712.2;0.043007582
573;2015;2;12;20;48.53;712.2;0.068140972
574;2015;2;12;21;62.06;712.2;0.087138444
575;2015;2;12;22;58.01;712.2;0.081451839
576;2015;2;12;23;50.31;712.2;0.07064027
577;2015;2;13;0;36.91;712.2;0.05182533
578;2015;2;13;1;34.07;712.2;0.047837686
579;2015;2;13;2;86.85;712.2;0.121946083
580;2015;2;13;3;200.43;712.2;0.281423757
581;2015;2;13;4;180.01;712.2;0.252752036
582;2015;2;13;5;192.67;712.2;0.270527942
583;2015;2;13;6;249.86;712.2;0.350828419
584;2015;2;13;7;402.79;712.2;0.565557428
585;2015;2;13;8;533.72;712.2;0.749396237
586;2015;2;13;9;554.05;712.2;0.777941589
587;2015;2;13;10;607.5;712.2;0.852990733
588;2015;2;13;11;630.09;712.2;0.884709351
589;2015;2;13;12;657.56;712.2;0.923279978
590;2015;2;13;13;662.45;712.2;0.930146026
591;2015;2;13;14;657.99;712.2;0.923883741
592;2015;2;13;15;657.88;712.2;0.92372929
593;2015;2;13;16;665.97;712.2;0.935088458
594;2015;2;13;17;654.76;712.2;0.919348498
595;2015;2;13;18;650.81;712.2;0.913802303
596;2015;2;13;19;655.9;712.2;0.920949172
597;2015;2;13;20;648.14;712.2;0.910053356
598;2015;2;13;21;656.13;712.2;0.921272115
599;2015;2;13;22;636.48;712.2;0.89368155
600;2015;2;13;23;629.99;712.2;0.884568941
601;2015;2;14;0;614.68;712.2;0.863072171
602;2015;2;14;1;578.62;712.2;0.812440326
603;2015;2;14;2;590.36;712.2;0.828924459
604;2015;2;14;3;582.81;712.2;0.818323505
605;2015;2;14;4;539.99;712.2;0.758199944
606;2015;2;14;5;489.27;712.2;0.686983993
607;2015;2;14;6;429.51;712.2;0.603074979
608;2015;2;14;7;374.1;712.2;0.525273799
609;2015;2;14;8;299.37;712.2;0.420345409
610;2015;2;14;9;219.01;712.2;0.307511935
611;2015;2;14;10;165.25;712.2;0.23202752
612;2015;2;14;11;120.41;712.2;0.169067678
613;2015;2;14;12;89.8;712.2;0.126088177
614;2015;2;14;13;87.3;712.2;0.122577928
615;2015;2;14;14;128.59;712.2;0.180553215
616;2015;2;14;15;206.81;712.2;0.290381915
617;2015;2;14;16;248.96;712.2;0.349564729
618;2015;2;14;17;235.51;712.2;0.330679584
619;2015;2;14;18;279.99;712.2;0.393133951
620;2015;2;14;19;314.97;712.2;0.442249368
621;2015;2;14;20;205.97;712.2;0.289202471
622;2015;2;14;21;118.99;712.2;0.167073856
623;2015;2;14;22;206.29;712.2;0.289651783
624;2015;2;14;23;181.88;712.2;0.255377703
625;2015;2;15;0;193.82;712.2;0.272142657
626;2015;2;15;1;212.96;712.2;0.29901713
627;2015;2;15;2;212.53;712.2;0.298413367
628;2015;2;15;3;180.88;712.2;0.253973603
629;2015;2;15;4;176.29;712.2;0.247528784
630;2015;2;15;5;107.06;712.2;0.150322943
631;2015;2;15;6;115.05;712.2;0.161541702
632;2015;2;15;7;84.81;712.2;0.119081719
633;2015;2;15;8;53.84;712.2;0.075596742
634;2015;2;15;9;41.77;712.2;0.058649256
635;2015;2;15;10;43.98;712.2;0.061752317
636;2015;2;15;11;11.74;712.2;0.016484134
637;2015;2;15;12;8.66;712.2;0.012159506
638;2015;2;15;13;8.31;712.2;0.011668071
639;2015;2;15;14;7.56;712.2;0.010614996
640;2015;2;15;15;10.18;712.2;0.014293738
641;2015;2;15;16;26.57;712.2;0.037306936
642;2015;2;15;17;36.19;712.2;0.050814378
643;2015;2;15;18;37.67;712.2;0.052892446
644;2015;2;15;19;37.15;712.2;0.052162314
645;2015;2;15;20;36.07;712.2;0.050645886
646;2015;2;15;21;3.94;712.2;0.005532154
647;2015;2;15;22;3.47;712.2;0.004872227
648;2015;2;15;23;3.47;712.2;0.004872227
649;2015;2;16;0;3.47;712.2;0.004872227
650;2015;2;16;1;3.47;712.2;0.004872227
651;2015;2;16;2;3.47;712.2;0.004872227
652;2015;2;16;3;3.47;712.2;0.004872227
653;2015;2;16;4;3.47;712.2;0.004872227
654;2015;2;16;5;3.47;712.2;0.004872227
655;2015;2;16;6;3.47;712.2;0.004872227
656;2015;2;16;7;3.47;712.2;0.004872227
657;2015;2;16;8;3.47;712.2;0.004872227
658;2015;2;16;9;3.47;712.2;0.004872227
659;2015;2;16;10;3.82;712.2;0.005363662
660;2015;2;16;11;3.72;712.2;0.005223252
661;2015;2;16;12;8.69;712.2;0.012201629
662;2015;2;16;13;30.22;712.2;0.042431901
663;2015;2;16;14;66.46;712.2;0.093316484
664;2015;2;16;15;70.89;712.2;0.099536647
665;2015;2;16;16;120.23;712.2;0.16881494
666;2015;2;16;17;142.58;712.2;0.200196574
667;2015;2;16;18;168.4;712.2;0.236450435
668;2015;2;16;19;176.71;712.2;0.248118506
669;2015;2;16;20;156.63;712.2;0.219924179
670;2015;2;16;21;137.15;712.2;0.192572311
671;2015;2;16;22;149.11;712.2;0.209365347
672;2015;2;16;23;155.45;712.2;0.218267341
673;2015;2;17;0;116.54;712.2;0.163633811
674;2015;2;17;1;79.46;712.2;0.111569784
675;2015;2;17;2;38.66;712.2;0.054282505
676;2015;2;17;3;16.56;712.2;0.023251896
677;2015;2;17;4;5.85;712.2;0.008213985
678;2015;2;17;5;83.3;712.2;0.116961528
679;2015;2;17;6;259.19;712.2;0.363928672
680;2015;2;17;7;178.89;712.2;0.251179444
681;2015;2;17;8;309.86;712.2;0.435074417
682;2015;2;17;9;552.05;712.2;0.775133389
683;2015;2;17;10;492.91;712.2;0.692094917
684;2015;2;17;11;368.86;712.2;0.517916316
685;2015;2;17;12;265.5;712.2;0.372788543
686;2015;2;17;13;139.11;712.2;0.195324347
687;2015;2;17;14;96.42;712.2;0.135383319
688;2015;2;17;15;114.24;712.2;0.160404381
689;2015;2;17;16;83.77;712.2;0.117621455
690;2015;2;17;17;54.28;712.2;0.076214546
691;2015;2;17;18;6.26;712.2;0.008789666
692;2015;2;17;19;2.3;712.2;0.00322943
693;2015;2;17;20;2.3;712.2;0.00322943
694;2015;2;17;21;2.3;712.2;0.00322943
695;2015;2;17;22;2.88;712.2;0.004043808
696;2015;2;17;23;4.44;712.2;0.006234204
697;2015;2;18;0;7.67;712.2;0.010769447
698;2015;2;18;1;23.21;712.2;0.03258916
699;2015;2;18;2;49.9;712.2;0.070064589
700;2015;2;18;3;45.76;712.2;0.064251615
701;2015;2;18;4;73.08;712.2;0.102611626
702;2015;2;18;5;41.52;712.2;0.058298231
703;2015;2;18;6;44.1;712.2;0.061920809
704;2015;2;18;7;71.41;712.2;0.100266779
705;2015;2;18;8;70;712.2;0.098286998
706;2015;2;18;9;92.81;712.2;0.130314518
707;2015;2;18;10;125.83;712.2;0.176677899
708;2015;2;18;11;118.43;712.2;0.16628756
709;2015;2;18;12;132.89;712.2;0.186590845
710;2015;2;18;13;179.97;712.2;0.252695872
711;2015;2;18;14;202.99;712.2;0.285018253
712;2015;2;18;15;208.47;712.2;0.292712721
713;2015;2;18;16;199.82;712.2;0.280567256
714;2015;2;18;17;179.31;712.2;0.251769166
715;2015;2;18;18;196.56;712.2;0.27598989
716;2015;2;18;19;255.77;712.2;0.35912665
717;2015;2;18;20;301.62;712.2;0.423504634
718;2015;2;18;21;238.24;712.2;0.334512777
719;2015;2;18;22;242.48;712.2;0.340466161
720;2015;2;18;23;262.62;712.2;0.368744735
721;2015;2;19;0;321.46;712.2;0.451361977
722;2015;2;19;1;361.54;712.2;0.507638304
723;2015;2;19;2;391.35;712.2;0.549494524
724;2015;2;19;3;444.15;712.2;0.623631003
725;2015;2;19;4;558.72;712.2;0.784498736
726;2015;2;19;5;618.4;712.2;0.868295423
727;2015;2;19;6;614.39;712.2;0.862664982
728;2015;2;19;7;608.6;712.2;0.854535243
729;2015;2;19;8;566.32;712.2;0.795169896
730;2015;2;19;9;533.01;712.2;0.748399326
731;2015;2;19;10;509.14;712.2;0.71488346
732;2015;2;19;11;533.54;712.2;0.749143499
733;2015;2;19;12;610.29;712.2;0.856908172
734;2015;2;19;13;594.54;712.2;0.834793597
735;2015;2;19;14;596.82;712.2;0.837994945
736;2015;2;19;15;581.62;712.2;0.816652626
737;2015;2;19;16;609.21;712.2;0.855391744
738;2015;2;19;17;606.04;712.2;0.850940747
739;2015;2;19;18;638.62;712.2;0.896686324
740;2015;2;19;19;657.52;712.2;0.923223814
741;2015;2;19;20;664.05;712.2;0.932392586
742;2015;2;19;21;662.56;712.2;0.930300477
743;2015;2;19;22;660.95;712.2;0.928039876
744;2015;2;19;23;659.78;712.2;0.926397079
745;2015;2;20;0;656.8;712.2;0.922212862
746;2015;2;20;1;665.16;712.2;0.933951137
747;2015;2;20;2;668.39;712.2;0.93848638
748;2015;2;20;3;666.23;712.2;0.935453524
749;2015;2;20;4;664.46;712.2;0.932968267
750;2015;2;20;5;657;712.2;0.922493682
751;2015;2;20;6;651;712.2;0.914069082
752;2015;2;20;7;619.9;712.2;0.870401573
753;2015;2;20;8;458.14;712.2;0.643274361
754;2015;2;20;9;228.85;712.2;0.321328279
755;2015;2;20;10;183.99;712.2;0.258340354
756;2015;2;20;11;150.92;712.2;0.211906768
757;2015;2;20;12;149.53;712.2;0.209955069
758;2015;2;20;13;72.55;712.2;0.101867453
759;2015;2;20;14;22.55;712.2;0.031662454
760;2015;2;20;15;71.19;712.2;0.099957877
761;2015;2;20;16;238.71;712.2;0.335172704
762;2015;2;20;17;108.17;712.2;0.151881494
763;2015;2;20;18;73.57;712.2;0.103299635
764;2015;2;20;19;64.07;712.2;0.089960685
765;2015;2;20;20;43.38;712.2;0.060909857
766;2015;2;20;21;43.63;712.2;0.061260882
767;2015;2;20;22;53.39;712.2;0.074964898
768;2015;2;20;23;35.68;712.2;0.050098287
769;2015;2;21;0;115.81;712.2;0.162608818
770;2015;2;21;1;234.55;712.2;0.329331648
771;2015;2;21;2;215.99;712.2;0.303271553
772;2015;2;21;3;163.27;712.2;0.229247402
773;2015;2;21;4;181.94;712.2;0.255461949
774;2015;2;21;5;215.99;712.2;0.303271553
775;2015;2;21;6;139.71;712.2;0.196166807
776;2015;2;21;7;137.28;712.2;0.192754844
777;2015;2;21;8;125.78;712.2;0.176607694
778;2015;2;21;9;169.32;712.2;0.237742207
779;2015;2;21;10;176.95;712.2;0.24845549
780;2015;2;21;11;176.3;712.2;0.247542825
781;2015;2;21;12;126.32;712.2;0.177365908
782;2015;2;21;13;140.3;712.2;0.196995226
783;2015;2;21;14;93.11;712.2;0.130735748
784;2015;2;21;15;102.88;712.2;0.144453805
785;2015;2;21;16;76.71;712.2;0.107708509
786;2015;2;21;17;131.38;712.2;0.184470654
787;2015;2;21;18;114.88;712.2;0.161303005
788;2015;2;21;19;85.42;712.2;0.11993822
789;2015;2;21;20;86.88;712.2;0.121988206
790;2015;2;21;21;105.21;712.2;0.147725358
791;2015;2;21;22;124.06;712.2;0.174192643
792;2015;2;21;23;103.07;712.2;0.144720584
793;2015;2;22;0;142.21;712.2;0.199677057
794;2015;2;22;1;184.94;712.2;0.259674249
795;2015;2;22;2;145.63;712.2;0.204479079
796;2015;2;22;3;140.98;712.2;0.197950014
797;2015;2;22;4;119.62;712.2;0.167958439
798;2015;2;22;5;112.77;712.2;0.158340354
799;2015;2;22;6;78.35;712.2;0.110011233
800;2015;2;22;7;36.16;712.2;0.050772255
801;2015;2;22;8;54.79;712.2;0.076930637
802;2015;2;22;9;78.62;712.2;0.11039034
803;2015;2;22;10;110.61;712.2;0.155307498
804;2015;2;22;11;200.51;712.2;0.281536085
805;2015;2;22;12;304.86;712.2;0.428053917
806;2015;2;22;13;377.54;712.2;0.530103903
807;2015;2;22;14;531.54;712.2;0.746335299
808;2015;2;22;15;595.36;712.2;0.835944959
809;2015;2;22;16;629.16;712.2;0.883403538
810;2015;2;22;17;664.4;712.2;0.932884021
811;2015;2;22;18;676;712.2;0.949171581
812;2015;2;22;19;673.55;712.2;0.945731536
813;2015;2;22;20;585.56;712.2;0.82218478
814;2015;2;22;21;548.39;712.2;0.769994384
815;2015;2;22;22;630.98;712.2;0.885959
816;2015;2;22;23;639.58;712.2;0.89803426
817;2015;2;23;0;676.22;712.2;0.949480483
818;2015;2;23;1;676.07;712.2;0.949269868
819;2015;2;23;2;673.95;712.2;0.946293176
820;2015;2;23;3;673.12;712.2;0.945127773
821;2015;2;23;4;631;712.2;0.885987082
822;2015;2;23;5;459.55;712.2;0.645254142
823;2015;2;23;6;537.55;712.2;0.75477394
824;2015;2;23;7;346.76;712.2;0.486885706
825;2015;2;23;8;319.51;712.2;0.448623982
826;2015;2;23;9;379.19;712.2;0.532420668
827;2015;2;23;10;422.09;712.2;0.592656557
828;2015;2;23;11;454.31;712.2;0.637896658
829;2015;2;23;12;461.51;712.2;0.648006178
830;2015;2;23;13;527.19;712.2;0.740227464
831;2015;2;23;14;592.25;712.2;0.831578208
832;2015;2;23;15;660.02;712.2;0.926734063
833;2015;2;23;16;664.38;712.2;0.932855939
834;2015;2;23;17;667.28;712.2;0.936927829
835;2015;2;23;18;667.62;712.2;0.937405223
836;2015;2;23;19;667.62;712.2;0.937405223
837;2015;2;23;20;667.4;712.2;0.937096321
838;2015;2;23;21;663.87;712.2;0.932139848
839;2015;2;23;22;659.32;712.2;0.925751193
840;2015;2;23;23;656.47;712.2;0.921749509
841;2015;2;24;0;657.71;712.2;0.923490593
842;2015;2;24;1;655.42;712.2;0.920275204
843;2015;2;24;2;659.99;712.2;0.92669194
844;2015;2;24;3;661.9;712.2;0.929373771
845;2015;2;24;4;660.42;712.2;0.927295703
846;2015;2;24;5;660.9;712.2;0.927969671
847;2015;2;24;6;662.14;712.2;0.929710755
848;2015;2;24;7;659;712.2;0.925301881
849;2015;2;24;8;642.31;712.2;0.901867453
850;2015;2;24;9;611.51;712.2;0.858621174
851;2015;2;24;10;611.17;712.2;0.85814378
852;2015;2;24;11;599.01;712.2;0.841069924
853;2015;2;24;12;537.64;712.2;0.754900309
854;2015;2;24;13;464.87;712.2;0.652723954
855;2015;2;24;14;473.02;712.2;0.664167369
856;2015;2;24;15;430.98;712.2;0.605139006
857;2015;2;24;16;497.58;712.2;0.698652064
858;2015;2;24;17;496.41;712.2;0.697009267
859;2015;2;24;18;446.41;712.2;0.626804268
860;2015;2;24;19;304.06;712.2;0.426930637
861;2015;2;24;20;436.24;712.2;0.612524572
862;2015;2;24;21;512.32;712.2;0.719348498
863;2015;2;24;22;447.14;712.2;0.627829261
864;2015;2;24;23;459.38;712.2;0.645015445
865;2015;2;25;0;362.76;712.2;0.509351306
866;2015;2;25;1;340.1;712.2;0.4775344
867;2015;2;25;2;252.02;712.2;0.353861275
868;2015;2;25;3;196.67;712.2;0.276144341
869;2015;2;25;4;121.75;712.2;0.170949172
870;2015;2;25;5;66.1;712.2;0.092811008
871;2015;2;25;6;67.92;712.2;0.09536647
872;2015;2;25;7;110.42;712.2;0.155040719
873;2015;2;25;8;305.66;712.2;0.429177197
874;2015;2;25;9;438.41;712.2;0.615571469
875;2015;2;25;10;380.74;712.2;0.534597023
876;2015;2;25;11;245.83;712.2;0.345169896
877;2015;2;25;12;149.93;712.2;0.210516709
878;2015;2;25;13;97.88;712.2;0.137433305
879;2015;2;25;14;57.73;712.2;0.081058691
880;2015;2;25;15;61.99;712.2;0.087040157
881;2015;2;25;16;36.23;712.2;0.050870542
882;2015;2;25;17;5.26;712.2;0.007385566
883;2015;2;25;18;3.51;712.2;0.004928391
884;2015;2;25;19;3.51;712.2;0.004928391
885;2015;2;25;20;3.51;712.2;0.004928391
886;2015;2;25;21;4.06;712.2;0.005700646
887;2015;2;25;22;14.51;712.2;0.020373491
888;2015;2;25;23;35.03;712.2;0.049185622
889;2015;2;26;0;104.33;712.2;0.14648975
890;2015;2;26;1;213.54;712.2;0.299831508
891;2015;2;26;2;218.97;712.2;0.307455771
892;2015;2;26;3;187.73;712.2;0.263591688
893;2015;2;26;4;170.19;712.2;0.238963774
894;2015;2;26;5;248.34;712.2;0.348694187
895;2015;2;26;6;305.48;712.2;0.428924459
896;2015;2;26;7;434.39;712.2;0.609926987
897;2015;2;26;8;588.16;712.2;0.825835439
898;2015;2;26;9;632.21;712.2;0.887686043
899;2015;2;26;10;628.62;712.2;0.882645324
900;2015;2;26;11;631.91;712.2;0.887264813
901;2015;2;26;12;647.19;712.2;0.908719461
902;2015;2;26;13;608.36;712.2;0.854198259
903;2015;2;26;14;604.75;712.2;0.849129458
904;2015;2;26;15;599.07;712.2;0.84115417
905;2015;2;26;16;560.44;712.2;0.786913788
906;2015;2;26;17;535.34;712.2;0.751670879
907;2015;2;26;18;570.48;712.2;0.801010952
908;2015;2;26;19;646.7;712.2;0.908031452
909;2015;2;26;20;459.16;712.2;0.644706543
910;2015;2;26;21;383.78;712.2;0.538865487
911;2015;2;26;22;453.76;712.2;0.637124403
912;2015;2;26;23;598.32;712.2;0.840101095
913;2015;2;27;0;640.37;712.2;0.899143499
914;2015;2;27;1;604.73;712.2;0.849101376
915;2015;2;27;2;622.54;712.2;0.874108397
916;2015;2;27;3;636.33;712.2;0.893470935
917;2015;2;27;4;626.62;712.2;0.879837124
918;2015;2;27;5;609.83;712.2;0.856262286
919;2015;2;27;6;579.18;712.2;0.813226622
920;2015;2;27;7;499.13;712.2;0.700828419
921;2015;2;27;8;452.63;712.2;0.63553777
922;2015;2;27;9;339.56;712.2;0.476776186
923;2015;2;27;10;243.96;712.2;0.342544229
924;2015;2;27;11;147.26;712.2;0.206767762
925;2015;2;27;12;103.08;712.2;0.144734625
926;2015;2;27;13;87.38;712.2;0.122690256
927;2015;2;27;14;60.16;712.2;0.084470654
928;2015;2;27;15;63.18;712.2;0.088711036
929;2015;2;27;16;63.85;712.2;0.089651783
930;2015;2;27;17;47.35;712.2;0.066484134
931;2015;2;27;18;47.97;712.2;0.067354676
932;2015;2;27;19;71.51;712.2;0.100407189
933;2015;2;27;20;146.28;712.2;0.205391744
934;2015;2;27;21;152.56;712.2;0.214209492
935;2015;2;27;22;173.32;712.2;0.243358607
936;2015;2;27;23;198.77;712.2;0.279092951
937;2015;2;28;0;200.27;712.2;0.281199101
938;2015;2;28;1;210.96;712.2;0.29620893
939;2015;2;28;2;225.94;712.2;0.317242348
940;2015;2;28;3;258.93;712.2;0.363563606
941;2015;2;28;4;287.24;712.2;0.403313676
942;2015;2;28;5;329.86;712.2;0.463156417
943;2015;2;28;6;451.41;712.2;0.633824768
944;2015;2;28;7;524.06;712.2;0.735832631
945;2015;2;28;8;591.88;712.2;0.831058691
946;2015;2;28;9;638.45;712.2;0.896447627
947;2015;2;28;10;640.53;712.2;0.899368155
948;2015;2;28;11;632.97;712.2;0.888753159
949;2015;2;28;12;626.36;712.2;0.879472058
950;2015;2;28;13;630.3;712.2;0.885004212
951;2015;2;28;14;648.47;712.2;0.910516709
952;2015;2;28;15;653.86;712.2;0.918084808
953;2015;2;28;16;654.83;712.2;0.919446785
954;2015;2;28;17;653.76;712.2;0.917944398
955;2015;2;28;18;653.76;712.2;0.917944398
956;2015;2;28;19;653.95;712.2;0.918211177
957;2015;2;28;20;657.93;712.2;0.923799495
958;2015;2;28;21;658.15;712.2;0.924108397
959;2015;2;28;22;653.76;712.2;0.917944398
960;2015;2;28;23;653.76;712.2;0.917944398
961;2015;3;1;0;651.72;712.2;0.915080034
962;2015;3;1;1;651.42;712.2;0.914658804
963;2015;3;1;2;651.02;712.2;0.914097164
964;2015;3;1;3;650.58;712.2;0.91347936
965;2015;3;1;4;651.42;712.2;0.914658804
966;2015;3;1;5;652.92;712.2;0.916764954
967;2015;3;1;6;653.47;712.2;0.917537209
968;2015;3;1;7;647.55;712.2;0.909224937
969;2015;3;1;8;645.98;712.2;0.9070205
970;2015;3;1;9;648.72;712.2;0.910867734
971;2015;3;1;10;644.45;712.2;0.904872227
972;2015;3;1;11;640.89;712.2;0.899873631
973;2015;3;1;12;626.22;712.2;0.879275484
974;2015;3;1;13;627.9;712.2;0.881634372
975;2015;3;1;14;630.15;712.2;0.884793597
976;2015;3;1;15;611.4;712.2;0.858466723
977;2015;3;1;16;643.99;712.2;0.904226341
978;2015;3;1;17;646.8;712.2;0.908171862
979;2015;3;1;18;645.39;712.2;0.906192081
980;2015;3;1;19;597.71;712.2;0.839244594
981;2015;3;1;20;647.34;712.2;0.908930076
982;2015;3;1;21;651.42;712.2;0.914658804
983;2015;3;1;22;651.13;712.2;0.914251615
984;2015;3;1;23;651.13;712.2;0.914251615
985;2015;3;2;0;654.93;712.2;0.919587195
986;2015;3;2;1;655.66;712.2;0.920612188
987;2015;3;2;2;648.24;712.2;0.910193766
988;2015;3;2;3;617.64;712.2;0.867228307
989;2015;3;2;4;604.91;712.2;0.849354114
990;2015;3;2;5;589.72;712.2;0.828025835
991;2015;3;2;6;575.15;712.2;0.807568099
992;2015;3;2;7;513.98;712.2;0.721679304
993;2015;3;2;8;621.82;712.2;0.873097445
994;2015;3;2;9;616.02;712.2;0.864953665
995;2015;3;2;10;628.5;712.2;0.882476832
996;2015;3;2;11;633.25;712.2;0.889146307
997;2015;3;2;12;641.27;712.2;0.900407189
998;2015;3;2;13;634.28;712.2;0.89059253
999;2015;3;2;14;649.42;712.2;0.911850604
1000;2015;3;2;15;651.7;712.2;0.915051952
1001;2015;3;2;16;652.52;712.2;0.916203314
1002;2015;3;2;17;656.18;712.2;0.92134232
1003;2015;3;2;18;647.97;712.2;0.909814659
1004;2015;3;2;19;651.94;712.2;0.915388936
1005;2015;3;2;20;586.21;712.2;0.823097445
1006;2015;3;2;21;583.68;712.2;0.819545072
1007;2015;3;2;22;644.04;712.2;0.904296546
1008;2015;3;2;23;650.62;712.2;0.913535524
1009;2015;3;3;0;638.33;712.2;0.896279135
1010;2015;3;3;1;632.92;712.2;0.888682954
1011;2015;3;3;2;635.48;712.2;0.89227745
1012;2015;3;3;3;646.74;712.2;0.908087616
1013;2015;3;3;4;625.87;712.2;0.878784049
1014;2015;3;3;5;446.95;712.2;0.627562482
1015;2015;3;3;6;434.73;712.2;0.610404381
1016;2015;3;3;7;531.9;712.2;0.746840775
1017;2015;3;3;8;629.55;712.2;0.883951137
1018;2015;3;3;9;636.92;712.2;0.894299354
1019;2015;3;3;10;511.7;712.2;0.718477956
1020;2015;3;3;11;328.47;712.2;0.461204718
1021;2015;3;3;12;574.05;712.2;0.806023589
1022;2015;3;3;13;587.02;712.2;0.824234766
1023;2015;3;3;14;574.05;712.2;0.806023589
1024;2015;3;3;15;515.68;712.2;0.724066274
1025;2015;3;3;16;493.69;712.2;0.693190115
1026;2015;3;3;17;498.61;712.2;0.700098287
1027;2015;3;3;18;537.31;712.2;0.754436956
1028;2015;3;3;19;545.91;712.2;0.766512216
1029;2015;3;3;20;520.57;712.2;0.730932322
1030;2015;3;3;21;591.96;712.2;0.831171019
1031;2015;3;3;22;612.04;712.2;0.859365347
1032;2015;3;3;23;645.18;712.2;0.90589722
1033;2015;3;4;0;650.91;712.2;0.913942713
1034;2015;3;4;1;640.9;712.2;0.899887672
1035;2015;3;4;2;642.16;712.2;0.901656838
1036;2015;3;4;3;651.02;712.2;0.914097164
1037;2015;3;4;4;651.43;712.2;0.914672845
1038;2015;3;4;5;645.51;712.2;0.906360573
1039;2015;3;4;6;601.16;712.2;0.844088739
1040;2015;3;4;7;624.6;712.2;0.877000842
1041;2015;3;4;8;622.16;712.2;0.873574839
1042;2015;3;4;9;619.44;712.2;0.869755687
1043;2015;3;4;10;619.89;712.2;0.870387532
1044;2015;3;4;11;625.96;712.2;0.878910418
1045;2015;3;4;12;614.84;712.2;0.863296827
1046;2015;3;4;13;560.05;712.2;0.786366189
1047;2015;3;4;14;454.94;712.2;0.638781241
1048;2015;3;4;15;322.53;712.2;0.452864364
1049;2015;3;4;16;217.37;712.2;0.305209211
1050;2015;3;4;17;127.02;712.2;0.178348778
1051;2015;3;4;18;344.2;712.2;0.48329121
1052;2015;3;4;19;468.73;712.2;0.65814378
1053;2015;3;4;20;311.48;712.2;0.437349059
1054;2015;3;4;21;272.52;712.2;0.382645324
1055;2015;3;4;22;159.68;712.2;0.224206684
1056;2015;3;4;23;88.76;712.2;0.124627914
1057;2015;3;5;0;70.59;712.2;0.099115417
1058;2015;3;5;1;62.89;712.2;0.088303847
1059;2015;3;5;2;39.5;712.2;0.055461949
1060;2015;3;5;3;44.92;712.2;0.063072171
1061;2015;3;5;4;25.2;712.2;0.035383319
1062;2015;3;5;5;34.23;712.2;0.048062342
1063;2015;3;5;6;76.61;712.2;0.107568099
1064;2015;3;5;7;90.46;712.2;0.127014883
1065;2015;3;5;8;7.24;712.2;0.010165684
1066;2015;3;5;9;18.89;712.2;0.026523448
1067;2015;3;5;10;44.83;712.2;0.062945802
1068;2015;3;5;11;61.56;712.2;0.086436394
1069;2015;3;5;12;63.75;712.2;0.089511373
1070;2015;3;5;13;74.82;712.2;0.10505476
1071;2015;3;5;14;83.75;712.2;0.117593373
1072;2015;3;5;15;97.95;712.2;0.137531592
1073;2015;3;5;16;123.39;712.2;0.173251896
1074;2015;3;5;17;156.91;712.2;0.220317327
1075;2015;3;5;18;159.59;712.2;0.224080315
1076;2015;3;5;19;200.8;712.2;0.281943274
1077;2015;3;5;20;174.36;712.2;0.244818871
1078;2015;3;5;21;176.89;712.2;0.248371244
1079;2015;3;5;22;174.63;712.2;0.245197978
1080;2015;3;5;23;132.1;712.2;0.185481606
1081;2015;3;6;0;133.23;712.2;0.187068239
1082;2015;3;6;1;125.34;712.2;0.17598989
1083;2015;3;6;2;167.51;712.2;0.235200786
1084;2015;3;6;3;190.45;712.2;0.26741084
1085;2015;3;6;4;196.93;712.2;0.276509407
1086;2015;3;6;5;211.92;712.2;0.297556866
1087;2015;3;6;6;205.02;712.2;0.287868576
1088;2015;3;6;7;194.81;712.2;0.273532716
1089;2015;3;6;8;145.05;712.2;0.203664701
1090;2015;3;6;9;104.88;712.2;0.147262005
1091;2015;3;6;10;127.89;712.2;0.179570345
1092;2015;3;6;11;124.28;712.2;0.174501545
1093;2015;3;6;12;193.87;712.2;0.272212862
1094;2015;3;6;13;180.35;712.2;0.25322943
1095;2015;3;6;14;182.94;712.2;0.256866049
1096;2015;3;6;15;331.08;712.2;0.464869419
1097;2015;3;6;16;509.14;712.2;0.71488346
1098;2015;3;6;17;468.14;712.2;0.657315361
1099;2015;3;6;18;438.77;712.2;0.616076945
1100;2015;3;6;19;390.15;712.2;0.547809604
1101;2015;3;6;20;395.85;712.2;0.555812974
1102;2015;3;6;21;430.96;712.2;0.605110924
1103;2015;3;6;22;410.75;712.2;0.576734063
1104;2015;3;6;23;368.63;712.2;0.517593373
